"Cell line","TCGA classification",Tissue,"Tissue sub-type",IC50,AUC
NCI-H1755,LUAD,lung,lung_NSCLC_adenocarcinoma,39.136987,0.949434
GAMG,LGG,nervous_system,glioma,31.781182,0.949473
NCI-H69,SCLC,lung,lung_small_cell_carcinoma,45.315348,0.949553
MEG-01,LCML,blood,chronic_myeloid_leukaemia,34.241283,0.949657
CAL-51,BRCA,breast,breast,25.739311,0.949672
IA-LM,UNCLASSIFIED,lung,lung_NSCLC_large_cell,49.144939,0.949698
KYSE-510,ESCA,aero_digestive_tract,oesophagus,18.826113,0.949852
T84,COREAD,digestive_system,large_intestine,37.300858,0.949894
JHH-4,LIHC,digestive_system,liver,31.226897,0.950504
RPMI-8402,ALL,blood,lymphoblastic_T_cell_leukaemia,17.459817,0.950803
SK-PN-DW,UNCLASSIFIED,bone,ewings_sarcoma,35.372457,0.951200
DND-41,ALL,blood,T_cell_leukemia,20.900892,0.951237
CAPAN-1,PAAD,pancreas,pancreas,50.062939,0.951350
QGP-1,UNCLASSIFIED,pancreas,pancreas,140.063859,0.951517
NCI-H1417,SCLC,lung,lung_small_cell_carcinoma,50.434911,0.952011
NCI-H1304,SCLC,lung,lung_small_cell_carcinoma,40.819204,0.952091
OS-RC-2,KIRC,kidney,kidney,91.690183,0.952241
H4,LGG,nervous_system,glioma,26.577373,0.952268
786-0,KIRC,kidney,kidney,24.800527,0.952441
ES6,UNCLASSIFIED,bone,ewings_sarcoma,58.420079,0.952552
BxPC-3,PAAD,pancreas,pancreas,40.380687,0.952590
SKN-3,HNSC,aero_digestive_tract,head_and_neck,50.644522,0.952659
CA46,UNCLASSIFIED,blood,Burkitt_lymphoma,40.025249,0.952665
MOLM-13,LAML,blood,acute_myeloid_leukaemia,37.685935,0.952852
NCI-H838,LUAD,lung,lung_NSCLC_adenocarcinoma,41.943635,0.952919
HD-MY-Z,UNCLASSIFIED,blood,Hodgkin_lymphoma,30.287649,0.953424
SW948,COREAD,digestive_system,large_intestine,85.136144,0.953463
VMRC-RCZ,KIRC,kidney,kidney,56.430184,0.953701
NCI-H2595,MESO,lung,mesothelioma,88.053998,0.953869
NCI-H2085,LUAD,lung,lung_NSCLC_adenocarcinoma,42.596339,0.953908
451Lu,SKCM,skin,melanoma,37.162978,0.954226
HCC70,BRCA,breast,breast,40.869283,0.954485
NB10,NB,nervous_system,neuroblastoma,39.745183,0.954522
BB49-HNC,HNSC,aero_digestive_tract,head_and_neck,79.821381,0.954665
MV-4-11,UNCLASSIFIED,blood,leukemia,24.023137,0.954822
SNU-5,STAD,digestive_system,stomach,56.865108,0.954896
KALS-1,LGG,nervous_system,glioma,114.085870,0.954992
SK-MEL-28,SKCM,skin,melanoma,33.075347,0.955059
RCC-ER,KIRC,kidney,kidney,56.066070,0.955063
RO82-W-1,THCA,thyroid,thyroid,63.937096,0.955179
SBC-1,SCLC,lung,lung_small_cell_carcinoma,51.466613,0.955194
22RV1,PRAD,urogenital_system,prostate,54.444461,0.955315
MKN45,STAD,digestive_system,stomach,79.059195,0.955631
HAL-01,ALL,blood,lymphoblastic_leukemia,41.825938,0.955869
MOLT-4,ALL,blood,lymphoblastic_leukemia,20.059833,0.955967
JURL-MK1,LCML,blood,chronic_myeloid_leukaemia,42.020110,0.956118
U-266,MM,blood,myeloma,88.035216,0.956812
ES5,UNCLASSIFIED,bone,ewings_sarcoma,63.365431,0.956843
NCI-H2461,MESO,lung,mesothelioma,92.008171,0.956859
NCI-H2087,LUAD,lung,lung_NSCLC_adenocarcinoma,44.891783,0.956941
K5,THCA,thyroid,thyroid,32.750693,0.956988
GDM-1,LAML,blood,acute_myeloid_leukaemia,51.470201,0.957252
TE-8,ESCA,aero_digestive_tract,oesophagus,54.251553,0.957312
U-2-OS,UNCLASSIFIED,bone,osteosarcoma,56.210677,0.957390
SJSA-1,UNCLASSIFIED,bone,bone_other,64.889973,0.957413
VAL,DLBC,blood,B_cell_lymphoma,51.552299,0.957440
SW962,UNCLASSIFIED,urogenital_system,urogenital_system_other,57.664844,0.957743
OCI-AML5,LAML,blood,acute_myeloid_leukaemia,27.007269,0.958078
PCI-30,HNSC,aero_digestive_tract,head_and_neck,72.068732,0.958213
SUIT-2,PAAD,pancreas,pancreas,41.116873,0.958258
SW982,UNCLASSIFIED,soft_tissue,soft_tissue_other,40.005127,0.958480
KU812,LCML,blood,chronic_myeloid_leukaemia,33.126333,0.958903
COLO-680N,ESCA,aero_digestive_tract,oesophagus,62.618859,0.959090
EB-3,UNCLASSIFIED,blood,Burkitt_lymphoma,59.046682,0.959224
SK-LMS-1,UNCLASSIFIED,soft_tissue,soft_tissue_other,34.320600,0.959227
D-392MG,GBM,nervous_system,glioma,86.977734,0.959238
EW-18,UNCLASSIFIED,bone,ewings_sarcoma,51.096107,0.959283
HCC1937,BRCA,breast,breast,61.704491,0.959298
ML-1,THCA,thyroid,thyroid,70.490798,0.959575
CAL-72,UNCLASSIFIED,bone,osteosarcoma,105.140546,0.959578
LU-139,SCLC,lung,lung_small_cell_carcinoma,78.428103,0.959764
SNU-398,LIHC,digestive_system,liver,37.087045,0.959775
SNU-C5,COREAD,digestive_system,large_intestine,59.667924,0.959951
NCI-H1703,UNCLASSIFIED,lung,lung_NSCLC_adenocarcinoma,61.926497,0.960372
KNS-42,LGG,nervous_system,glioma,62.223372,0.960427
JHH-7,LIHC,digestive_system,liver,33.284686,0.960484
MLMA,UNCLASSIFIED,blood,hairy_cell_leukaemia,39.712935,0.960542
MFH-ino,UNCLASSIFIED,soft_tissue,soft_tissue_other,70.276677,0.960718
IHH-4,THCA,thyroid,thyroid,20.699466,0.960911
NCI-H1836,SCLC,lung,lung_small_cell_carcinoma,51.568194,0.960986
RERF-GC-1B,STAD,digestive_system,stomach,59.781763,0.961080
639-V,BLCA,urogenital_system,bladder,26.275563,0.961139
CAMA-1,BRCA,breast,breast,75.506812,0.961230
HuO-3N1,UNCLASSIFIED,bone,osteosarcoma,161.508303,0.961334
697,UNCLASSIFIED,blood,lymphoblastic_leukemia,21.928986,0.961372
K-562,LCML,blood,chronic_myeloid_leukaemia,47.346981,0.961386
HCC2998,COREAD,digestive_system,large_intestine,41.888952,0.961410
LC4-1,ALL,blood,lymphoblastic_leukemia,64.329108,0.961563
SK-N-SH,NB,nervous_system,neuroblastoma,36.511615,0.961565
NCI-H929,MM,blood,myeloma,23.736396,0.961648
MDA-MB-231,BRCA,breast,breast,54.496247,0.961927
8-MG-BA,GBM,nervous_system,glioma,32.197597,0.961991
A101D,SKCM,skin,melanoma,98.690173,0.962158
STS-0421,UNCLASSIFIED,soft_tissue,soft_tissue_other,68.464433,0.962233
A498,KIRC,kidney,kidney,212.130745,0.962349
Hs-766T,PAAD,pancreas,pancreas,117.233401,0.962378
BALL-1,UNCLASSIFIED,blood,B_cell_leukemia,89.448129,0.962711
NCI-H1651,LUAD,lung,lung_NSCLC_adenocarcinoma,47.797206,0.962775
KARPAS-620,MM,blood,haematopoietic_neoplasm_other,26.427256,0.962867
MHH-ES-1,UNCLASSIFIED,bone,ewings_sarcoma,38.626305,0.963083
D-263MG,GBM,nervous_system,glioma,67.473147,0.963169
OVK-18,OV,urogenital_system,ovary,77.606390,0.963180
LU-165,SCLC,lung,lung_small_cell_carcinoma,82.741896,0.963196
J82,BLCA,urogenital_system,bladder,49.633262,0.963206
HuP-T3,PAAD,pancreas,pancreas,92.857052,0.963232
NCI-H211,SCLC,lung,lung_small_cell_carcinoma,43.482340,0.963650
SK-MEL-31,SKCM,skin,melanoma,93.809430,0.963710
LC-2-ad,LUAD,lung,lung_NSCLC_adenocarcinoma,46.963660,0.963773
Hep3B2-1-7,LIHC,digestive_system,liver,36.592786,0.963882
JVM-3,CLL,blood,lymphoid_neoplasm_other,59.879356,0.963889
MDA-MB-415,BRCA,breast,breast,106.485159,0.963936
HT-144,SKCM,skin,melanoma,77.524500,0.964004
KYSE-70,ESCA,aero_digestive_tract,oesophagus,65.207487,0.964357
NCI-H1876,SCLC,lung,lung_small_cell_carcinoma,45.195509,0.964377
CHSA0108,UNCLASSIFIED,bone,chondrosarcoma,79.198037,0.964413
HuO9,UNCLASSIFIED,bone,osteosarcoma,60.035278,0.964437
HC-1,UNCLASSIFIED,blood,hairy_cell_leukaemia,40.792814,0.964606
SF268,GBM,nervous_system,glioma,58.060599,0.964680
NCI-H1792,LUAD,lung,lung_NSCLC_adenocarcinoma,28.220938,0.964695
HCT-116,COREAD,digestive_system,large_intestine,35.394287,0.965279
SF539,LGG,nervous_system,glioma,29.676996,0.965415
ESO51,ESCA,aero_digestive_tract,oesophagus,125.443590,0.965494
KP-1N,PAAD,pancreas,pancreas,53.657158,0.965623
LB831-BLC,BLCA,urogenital_system,bladder,47.829884,0.965642
MDA-MB-157,BRCA,breast,breast,52.863980,0.965857
T24,BLCA,urogenital_system,bladder,54.135872,0.965960
WM35,SKCM,skin,melanoma,47.295494,0.966202
WM1552C,SKCM,skin,melanoma,60.113977,0.966349
SUP-B8,UNCLASSIFIED,blood,B_cell_leukemia,116.804183,0.966537
Hs-746T,STAD,digestive_system,stomach,135.897691,0.966555
G-MEL,SKCM,skin,melanoma,43.766978,0.966760
Becker,GBM,nervous_system,glioma,69.518260,0.967118
IST-SL2,SCLC,lung,lung_small_cell_carcinoma,68.818149,0.967173
NALM-6,UNCLASSIFIED,blood,B_cell_leukemia,25.312706,0.967213
SUP-M2,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,23.248020,0.967266
HT-1197,BLCA,urogenital_system,bladder,122.636802,0.967267
GRANTA-519,DLBC,blood,B_cell_lymphoma,38.625331,0.967642
GI-1,LGG,nervous_system,glioma,37.633610,0.967732
WM793B,SKCM,skin,melanoma,59.950502,0.967738
SLVL,DLBC,blood,B_cell_lymphoma,57.562848,0.967743
SK-MG-1,GBM,nervous_system,glioma,57.144492,0.968002
SK-CO-1,COREAD,digestive_system,large_intestine,44.546585,0.968057
SK-MEL-3,SKCM,skin,melanoma,72.038261,0.968139
GA-10,UNCLASSIFIED,blood,Burkitt_lymphoma,47.210332,0.968252
SW1783,LGG,nervous_system,glioma,33.912151,0.968367
SU-DHL-8,DLBC,blood,B_cell_lymphoma,36.488622,0.968421
SW626,OV,urogenital_system,ovary,95.685956,0.968529
NMC-G1,LGG,nervous_system,glioma,109.329892,0.968643
ES8,UNCLASSIFIED,bone,ewings_sarcoma,43.410846,0.968721
MFE-280,UCEC,urogenital_system,endometrium,121.397376,0.968758
UACC-62,SKCM,skin,melanoma,48.091938,0.968782
AN3-CA,UCEC,urogenital_system,endometrium,73.816228,0.969084
ARH-77,MM,blood,myeloma,43.379714,0.969225
KINGS-1,LGG,nervous_system,glioma,151.662294,0.969290
ECC10,UNCLASSIFIED,digestive_system,stomach,77.946411,0.969360
LAMA-84,LCML,blood,chronic_myeloid_leukaemia,58.538982,0.969388
LOUCY,ALL,blood,lymphoblastic_T_cell_leukaemia,22.896067,0.969423
OV-56,OV,urogenital_system,ovary,42.817355,0.969529
CP66-MEL,SKCM,skin,melanoma,74.005875,0.969535
L-540,UNCLASSIFIED,blood,Hodgkin_lymphoma,44.247588,0.969576
NCI-H835,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,51.735742,0.969595
NCI-H2227,SCLC,lung,lung_small_cell_carcinoma,79.347001,0.969604
TE-9,ESCA,aero_digestive_tract,oesophagus,66.953564,0.969620
RERF-LC-KJ,LUAD,lung,lung_NSCLC_adenocarcinoma,79.869645,0.969714
RH-18,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,47.032166,0.969743
NCI-H2818,MESO,lung,mesothelioma,92.897629,0.969866
KG-1,LAML,blood,acute_myeloid_leukaemia,43.439354,0.969948
UM-UC-3,BLCA,urogenital_system,bladder,42.664762,0.970184
BICR10,HNSC,aero_digestive_tract,head_and_neck,73.209938,0.970245
RPMI-6666,UNCLASSIFIED,blood,Hodgkin_lymphoma,112.818001,0.970315
LCLC-103H,UNCLASSIFIED,lung,lung_NSCLC_large_cell,80.086025,0.970570
NCI-H720,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,82.406605,0.970593
DBTRG-05MG,GBM,nervous_system,glioma,152.408526,0.970639
COLO-783,SKCM,skin,melanoma,58.767653,0.970655
LN-405,GBM,nervous_system,glioma,104.229750,0.970798
NCI-H226,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,53.717383,0.970813
A4-Fuk,DLBC,blood,B_cell_lymphoma,57.641617,0.970898
KNS-81-FD,LGG,nervous_system,glioma,236.540585,0.970909
SCH,UNCLASSIFIED,digestive_system,stomach,64.579957,0.970994
NCI-H2803,MESO,lung,mesothelioma,78.431177,0.971028
8305C,THCA,thyroid,thyroid,115.322029,0.971175
JHH-2,LIHC,digestive_system,liver,70.397563,0.971231
RC-K8,DLBC,blood,B_cell_lymphoma,34.413714,0.971338
RH-1,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,26.999566,0.971357
LS-513,COREAD,digestive_system,large_intestine,80.951824,0.971410
SK-MEL-1,SKCM,skin,melanoma,162.634971,0.971441
IST-MES1,MESO,lung,mesothelioma,71.519248,0.971454
HDLM-2,UNCLASSIFIED,blood,Hodgkin_lymphoma,62.413305,0.971484
KARPAS-422,DLBC,blood,B_cell_lymphoma,91.461758,0.971610
MOG-G-CCM,LGG,nervous_system,glioma,104.950135,0.971639
MES-SA,UNCLASSIFIED,urogenital_system,uterus,46.018432,0.971691
no-11,LGG,nervous_system,glioma,146.256063,0.971713
SNU-387,LIHC,digestive_system,liver,104.947388,0.971755
GOTO,NB,nervous_system,neuroblastoma,106.551825,0.971940
LS-411N,COREAD,digestive_system,large_intestine,119.355559,0.972031
TGBC11TKB,STAD,digestive_system,stomach,44.806938,0.972045
DMS-53,SCLC,lung,lung_small_cell_carcinoma,84.622213,0.972137
COR-L88,SCLC,lung,lung_small_cell_carcinoma,187.347681,0.972377
CAS-1,GBM,nervous_system,glioma,168.521692,0.972385
NCI-H1694,SCLC,lung,lung_small_cell_carcinoma,57.367916,0.972412
SK-LU-1,LUAD,lung,lung_NSCLC_adenocarcinoma,128.869796,0.972435
MMAc-SF,SKCM,skin,melanoma,81.799451,0.972472
NCI-H647,UNCLASSIFIED,lung,lung_NSCLC_not_specified,68.177465,0.972485
OVKATE,OV,urogenital_system,ovary,424.746028,0.972532
Jurkat,ALL,blood,T_cell_leukemia,25.706166,0.972628
RH-41,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,33.547295,0.972675
IST-MEL1,SKCM,skin,melanoma,114.244861,0.972702
HSC-39,STAD,digestive_system,stomach,30.095542,0.972742
KP-N-YN,NB,nervous_system,neuroblastoma,145.961014,0.972848
RKN,UNCLASSIFIED,urogenital_system,ovary,65.474683,0.972872
MEL-JUSO,SKCM,skin,melanoma,72.293174,0.972906
CAL-62,THCA,thyroid,thyroid,50.936296,0.973142
OCI-AML3,LAML,blood,acute_myeloid_leukaemia,42.005254,0.973208
KYSE-150,ESCA,aero_digestive_tract,oesophagus,48.921543,0.973325
NCI-H716,COREAD,digestive_system,large_intestine,113.327414,0.973357
AMO-1,MM,blood,haematopoietic_neoplasm_other,31.936533,0.973384
HCC1395,BRCA,breast,breast,147.688620,0.973421
SW872,UNCLASSIFIED,soft_tissue,soft_tissue_other,46.263713,0.973743
PFSK-1,MB,nervous_system,medulloblastoma,61.088275,0.973920
MC-CAR,MM,blood,haematopoietic_neoplasm_other,39.334760,0.973984
HCC-44,LUAD,lung,lung_NSCLC_adenocarcinoma,50.618775,0.973997
NCI-H2172,UNCLASSIFIED,lung,lung_NSCLC_not_specified,173.626867,0.974168
TT,THCA,thyroid,thyroid,282.699199,0.974293
NCI-H2405,LUAD,lung,lung_NSCLC_adenocarcinoma,100.859553,0.974296
NCI-H2141,SCLC,lung,lung_small_cell_carcinoma,57.202226,0.974323
LOXIMVI,SKCM,skin,melanoma,63.882955,0.974362
LNCaP-Clone-FGC,PRAD,urogenital_system,prostate,103.955533,0.974464
A704,KIRC,kidney,kidney,51.146525,0.974624
NCI-H1573,LUAD,lung,lung_NSCLC_adenocarcinoma,79.613881,0.974625
GP5d,COREAD,digestive_system,large_intestine,42.774053,0.974694
P30-OHK,ALL,blood,lymphoblastic_leukemia,29.981882,0.974747
NCI-H23,LUAD,lung,lung_NSCLC_adenocarcinoma,55.961492,0.974830
ONS-76,MB,nervous_system,medulloblastoma,84.802428,0.974888
KYSE-520,ESCA,aero_digestive_tract,oesophagus,165.723203,0.974960
NB14,NB,nervous_system,neuroblastoma,47.258864,0.975022
WSU-DLCL2,DLBC,blood,B_cell_lymphoma,38.575695,0.975098
U251,GBM,nervous_system,glioma,51.355157,0.975150
NCI-H460,UNCLASSIFIED,lung,lung_NSCLC_large_cell,50.752891,0.975173
42-MG-BA,GBM,nervous_system,glioma,73.273428,0.975190
COR-L279,SCLC,lung,lung_small_cell_carcinoma,39.866120,0.975221
CRO-AP2,DLBC,blood,B_cell_lymphoma,41.594832,0.975270
23132-87,STAD,digestive_system,stomach,65.183135,0.975281
A673,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,45.714680,0.975400
JJN-3,MM,blood,haematopoietic_neoplasm_other,32.111428,0.975418
SBC-3,SCLC,lung,lung_small_cell_carcinoma,42.990550,0.975438
BT-483,BRCA,breast,breast,493.781515,0.975543
BV-173,LCML,blood,chronic_myeloid_leukaemia,59.503605,0.975556
TGBC1TKB,UNCLASSIFIED,digestive_system,biliary_tract,69.101422,0.975609
NCI-H2009,LUAD,lung,lung_NSCLC_adenocarcinoma,96.894631,0.975867
HCC38,BRCA,breast,breast,92.488149,0.976068
CCRF-CEM,ALL,blood,lymphoblastic_leukemia,55.081099,0.976119
KATOIII,STAD,digestive_system,stomach,73.207366,0.976171
SNU-81,COREAD,digestive_system,large_intestine,184.195182,0.976259
SiHa,CESC,urogenital_system,cervix,117.954806,0.976295
VA-ES-BJ,UNCLASSIFIED,soft_tissue,soft_tissue_other,79.456267,0.976347
SW684,UNCLASSIFIED,soft_tissue,fibrosarcoma,301.401151,0.976347
MFM-223,BRCA,breast,breast,114.771625,0.976392
NCI-H1341,SCLC,lung,lung_small_cell_carcinoma,35.786819,0.976452
WM-115,SKCM,skin,melanoma,171.297556,0.976503
JAR,UNCLASSIFIED,urogenital_system,urogenital_system_other,58.820821,0.976568
IST-SL1,SCLC,lung,lung_small_cell_carcinoma,84.352795,0.976591
Hs-940-T,SKCM,skin,melanoma,152.040163,0.976612
K2,SKCM,skin,melanoma,236.349419,0.976650
RCH-ACV,UNCLASSIFIED,blood,B_cell_leukemia,29.868236,0.976684
CP50-MEL-B,SKCM,skin,melanoma,58.401492,0.976886
KYM-1,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,49.489749,0.976901
LS-1034,COREAD,digestive_system,large_intestine,111.656583,0.977078
H-EMC-SS,UNCLASSIFIED,bone,chondrosarcoma,182.944389,0.977198
KARPAS-299,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,45.835181,0.977206
Detroit562,HNSC,aero_digestive_tract,head_and_neck,61.730950,0.977257
D-247MG,GBM,nervous_system,glioma,193.779211,0.977286
COR-L23,UNCLASSIFIED,lung,lung_NSCLC_large_cell,72.591934,0.977287
NCI-H1092,SCLC,lung,lung_small_cell_carcinoma,135.328825,0.977299
NCI-H2369,MESO,lung,mesothelioma,71.018776,0.977342
JEG-3,UNCLASSIFIED,urogenital_system,urogenital_system_other,52.887081,0.977361
KMS-11,MM,blood,myeloma,42.494878,0.977381
HCC1500,BRCA,breast,breast,89.531578,0.977395
DEL,UNCLASSIFIED,blood,lymphoid_neoplasm_other,32.024168,0.977582
EW-13,UNCLASSIFIED,bone,ewings_sarcoma,134.009838,0.977597
KCL-22,LCML,blood,chronic_myeloid_leukaemia,35.128123,0.977616
A2780,UNCLASSIFIED,urogenital_system,ovary,75.010804,0.977642
PC-3,PRAD,urogenital_system,prostate,147.828530,0.977649
NCI-H1581,UNCLASSIFIED,lung,lung_NSCLC_large_cell,54.813015,0.977672
NB4,LAML,blood,acute_myeloid_leukaemia,30.156066,0.977763
EHEB,CLL,blood,lymphoid_neoplasm_other,283.528453,0.977812
NCI-H2373,MESO,lung,mesothelioma,191.312138,0.977824
YKG-1,GBM,nervous_system,glioma,89.439000,0.977928
TK,DLBC,blood,B_cell_lymphoma,48.234138,0.978065
WIL2-NS,UNCLASSIFIED,blood,lymphoid_neoplasm_other,31.125754,0.978124
ChaGo-K-1,UNCLASSIFIED,lung,lung_NSCLC_not_specified,128.763899,0.978280
JM1,DLBC,blood,B_cell_lymphoma,35.806262,0.978303
LAN-6,NB,nervous_system,neuroblastoma,133.813652,0.978320
JiyoyeP-2003,UNCLASSIFIED,blood,Burkitt_lymphoma,42.381829,0.978341
NCI-H2066,SCLC,lung,lung_small_cell_carcinoma,312.369765,0.978471
NCI-H650,LUAD,lung,lung_NSCLC_adenocarcinoma,204.398807,0.978515
A375,SKCM,skin,melanoma,49.627426,0.978620
MOLP-8,MM,blood,myeloma,53.300685,0.978652
NCI-H1435,LUAD,lung,lung_NSCLC_adenocarcinoma,76.239672,0.978667
ALL-PO,ALL,blood,lymphoblastic_leukemia,100.553374,0.978675
LB647-SCLC,SCLC,lung,lung_small_cell_carcinoma,160.476836,0.978719
Hs-578-T,BRCA,breast,breast,101.490312,0.978795
LU-135,SCLC,lung,lung_small_cell_carcinoma,67.093589,0.978842
NCC021,KIRC,kidney,kidney,107.187846,0.978891
SNU-1,STAD,digestive_system,stomach,190.003910,0.979144
MS751,CESC,urogenital_system,cervix,47.995690,0.979194
GAK,SKCM,skin,melanoma,60.132481,0.979219
COLO-205,COREAD,digestive_system,large_intestine,66.332364,0.979222
NCI-H3122,LUAD,lung,lung_NSCLC_adenocarcinoma,112.697220,0.979301
NB17,NB,nervous_system,neuroblastoma,171.934876,0.979314
LK-2,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,79.419443,0.979434
RS4-11,ALL,blood,leukemia,72.882004,0.979454
NCI-H2804,MESO,lung,mesothelioma,190.658932,0.979499
NCI-H82,SCLC,lung,lung_small_cell_carcinoma,133.328420,0.979501
A172,GBM,nervous_system,glioma,79.462722,0.979540
COLO-792,SKCM,skin,melanoma,164.639133,0.979582
WM278,SKCM,skin,melanoma,139.961724,0.979595
RF-48,STAD,digestive_system,stomach,174.603056,0.979678
MIA-PaCa-2,PAAD,pancreas,pancreas,152.236808,0.979740
LU-65,UNCLASSIFIED,lung,lung_NSCLC_large_cell,297.098879,0.979753
JEKO-1,DLBC,blood,B_cell_lymphoma,66.932914,0.979776
SK-ES-1,UNCLASSIFIED,bone,ewings_sarcoma,108.856385,0.979781
Hs-939-T,SKCM,skin,melanoma,141.489626,0.979797
HT-29,COREAD,digestive_system,large_intestine,159.528875,0.979832
EW-7,UNCLASSIFIED,bone,ewings_sarcoma,56.262305,0.979871
SK-N-AS,NB,nervous_system,neuroblastoma,174.149861,0.979889
EN,UCEC,urogenital_system,endometrium,200.032988,0.979904
CESS,LAML,blood,acute_myeloid_leukaemia,46.556323,0.979925
D-423MG,GBM,nervous_system,glioma,114.734183,0.979930
C32,SKCM,skin,melanoma,324.260568,0.979953
D-542MG,GBM,nervous_system,glioma,163.508788,0.979982
Ramos-2G6-4C10,UNCLASSIFIED,blood,Burkitt_lymphoma,48.578465,0.980003
COLO-668,SCLC,lung,lung_small_cell_carcinoma,97.970717,0.980109
MFE-296,UCEC,urogenital_system,endometrium,144.986150,0.980223
PWR-1E,PRAD,urogenital_system,prostate,71.257181,0.980269
NCI-H2731,MESO,lung,mesothelioma,159.575730,0.980282
NCI-H345,SCLC,lung,lung_small_cell_carcinoma,204.745507,0.980301
SU8686,PAAD,pancreas,pancreas,140.428117,0.980340
KMRC-20,KIRC,kidney,kidney,106.956727,0.980362
COLO-684,UCEC,urogenital_system,endometrium,149.228141,0.980406
NCI-H2081,SCLC,lung,lung_small_cell_carcinoma,108.050504,0.980504
NCI-H146,SCLC,lung,lung_small_cell_carcinoma,47.138375,0.980656
SK-UT-1,UNCLASSIFIED,soft_tissue,soft_tissue_other,72.151587,0.980659
TCCSUP,BLCA,urogenital_system,bladder,152.400070,0.980727
SW1271,SCLC,lung,lung_small_cell_carcinoma,160.714947,0.980729
LU-134-A,SCLC,lung,lung_small_cell_carcinoma,161.364031,0.980740
HCC-366,UNCLASSIFIED,lung,lung_NSCLC_not_specified,98.923756,0.980776
ROS-50,UNCLASSIFIED,blood,B_cell_leukemia,213.144415,0.980819
SF126,GBM,nervous_system,glioma,105.207828,0.980823
NCI-H2869,MESO,lung,mesothelioma,193.558713,0.980953
NCI-H2810,MESO,lung,mesothelioma,158.585543,0.981092
JSC-1,DLBC,blood,B_cell_lymphoma,89.325869,0.981101
CGTH-W-1,THCA,thyroid,thyroid,85.022861,0.981129
M059J,GBM,nervous_system,glioma,118.159294,0.981163
DMS-79,SCLC,lung,lung_small_cell_carcinoma,201.020466,0.981249
A3-KAW,DLBC,blood,B_cell_lymphoma,31.457667,0.981432
TT2609-C02,THCA,thyroid,thyroid,114.331153,0.981482
BEN,UNCLASSIFIED,lung,lung_NSCLC_not_specified,185.698517,0.981588
RT-112,BLCA,urogenital_system,bladder,124.688840,0.981684
MN-60,UNCLASSIFIED,blood,B_cell_leukemia,166.574759,0.981818
NB1,NB,nervous_system,neuroblastoma,124.510917,0.981830
SW756,CESC,urogenital_system,cervix,178.715247,0.981872
MEL-HO,SKCM,skin,melanoma,92.920193,0.981906
CS1,UNCLASSIFIED,bone,bone_other,134.753348,0.981965
HOP-62,LUAD,lung,lung_NSCLC_adenocarcinoma,105.494369,0.982134
PL18,PAAD,pancreas,pancreas,107.681623,0.982157
CL-34,COREAD,digestive_system,large_intestine,203.332826,0.982207
LU-99A,UNCLASSIFIED,lung,lung_NSCLC_large_cell,125.248685,0.982294
CHP-212,NB,nervous_system,neuroblastoma,91.319579,0.982305
HuH-7,LIHC,digestive_system,liver,130.891174,0.982318
SK-MEL-30,SKCM,skin,melanoma,129.126405,0.982344
QIMR-WIL,LAML,blood,acute_myeloid_leukaemia,98.376135,0.982395
M14,SKCM,skin,melanoma,164.213851,0.982400
NCI-H1105,SCLC,lung,lung_small_cell_carcinoma,49.398397,0.982406
huH-1,LIHC,digestive_system,liver,185.428847,0.982703
HLE,LIHC,digestive_system,liver,120.103231,0.982715
TYK-nu,UNCLASSIFIED,urogenital_system,ovary,114.178718,0.982745
A427,UNCLASSIFIED,lung,lung_NSCLC_not_specified,117.429677,0.982764
EW-1,UNCLASSIFIED,bone,ewings_sarcoma,100.682093,0.982796
HCE-4,ESCA,aero_digestive_tract,oesophagus,65.044889,0.982812
L-363,MM,blood,myeloma,51.836031,0.982887
TGW,NB,nervous_system,neuroblastoma,50.140638,0.982940
8505C,THCA,thyroid,thyroid,116.565253,0.982972
RPMI-8226,MM,blood,myeloma,73.327289,0.983000
U-118-MG,GBM,nervous_system,glioma,225.209834,0.983027
OCUM-1,STAD,digestive_system,stomach,166.618236,0.983029
MRK-nu-1,BRCA,breast,breast,146.393888,0.983080
RPMI-7951,SKCM,skin,melanoma,81.530012,0.983109
SIMA,NB,nervous_system,neuroblastoma,141.990924,0.983190
NCI-H1437,LUAD,lung,lung_NSCLC_adenocarcinoma,130.050840,0.983193
BHT-101,THCA,thyroid,thyroid,100.436779,0.983244
JHH-6,LIHC,digestive_system,liver,127.207811,0.983249
SK-N-FI,NB,nervous_system,neuroblastoma,109.384984,0.983309
MZ7-mel,SKCM,skin,melanoma,128.427272,0.983314
NCI-H810,UNCLASSIFIED,lung,lung_NSCLC_large_cell,87.276602,0.983372
OACM5-1,ESCA,aero_digestive_tract,oesophagus,160.730717,0.983373
SUP-HD1,UNCLASSIFIED,blood,Hodgkin_lymphoma,72.234489,0.983498
