"Cell line","TCGA classification",Tissue,"Tissue sub-type",IC50,AUC
GA-10,UNCLASSIFIED,blood,Burkitt_lymphoma,4.671904,0.939675
SW13,ACC,kidney,adrenal_gland,5.048496,0.940408
NCI-H1755,LUAD,lung,lung_NSCLC_adenocarcinoma,6.368931,0.940502
BT-20,BRCA,breast,breast,7.611905,0.940535
NCI-H28,MESO,lung,mesothelioma,9.552441,0.940539
HuP-T3,PAAD,pancreas,pancreas,9.391712,0.940567
PSN1,PAAD,pancreas,pancreas,3.200621,0.940668
NCI-H810,UNCLASSIFIED,lung,lung_NSCLC_large_cell,4.621247,0.940837
EW-22,UNCLASSIFIED,bone,ewings_sarcoma,4.095190,0.940877
MSTO-211H,MESO,lung,mesothelioma,3.921120,0.940918
HDLM-2,UNCLASSIFIED,blood,Hodgkin_lymphoma,5.420314,0.941005
L-428,UNCLASSIFIED,blood,Hodgkin_lymphoma,3.737777,0.941267
LB2518-MEL,SKCM,skin,melanoma,5.549642,0.941268
HT,DLBC,blood,B_cell_lymphoma,4.483270,0.941514
HLE,LIHC,digestive_system,liver,5.877577,0.941571
GMS-10,GBM,nervous_system,glioma,4.933219,0.941640
TE-10,ESCA,aero_digestive_tract,oesophagus,5.844609,0.941686
RH-41,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,3.387062,0.941750
SF126,GBM,nervous_system,glioma,5.883367,0.942154
ES3,UNCLASSIFIED,bone,ewings_sarcoma,5.378735,0.942653
RL,DLBC,blood,B_cell_lymphoma,4.788062,0.942773
GAK,SKCM,skin,melanoma,4.360246,0.943000
A549,LUAD,lung,lung_NSCLC_adenocarcinoma,10.071348,0.943288
ML-1,THCA,thyroid,thyroid,8.873025,0.943289
NCI-H1838,LUAD,lung,lung_NSCLC_adenocarcinoma,13.940785,0.943290
NCI-H358,LUAD,lung,lung_NSCLC_adenocarcinoma,7.723849,0.943401
TK10,KIRC,kidney,kidney,8.670350,0.943589
JVM-2,CLL,blood,lymphoid_neoplasm_other,19.086921,0.943753
HCC1937,BRCA,breast,breast,8.109098,0.944043
JHH-6,LIHC,digestive_system,liver,6.379367,0.944688
MDST8,COREAD,digestive_system,large_intestine,5.554718,0.944838
A101D,SKCM,skin,melanoma,11.419055,0.944853
TGW,NB,nervous_system,neuroblastoma,3.584289,0.944991
NCI-H727,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,17.113414,0.945221
NCI-H1792,LUAD,lung,lung_NSCLC_adenocarcinoma,3.753220,0.945367
NCI-H2029,SCLC,lung,lung_small_cell_carcinoma,4.166832,0.945523
NB17,NB,nervous_system,neuroblastoma,9.555763,0.945878
CAS-1,GBM,nervous_system,glioma,12.623624,0.945959
HL-60,LAML,blood,acute_myeloid_leukaemia,4.877455,0.946150
IGR-1,SKCM,skin,melanoma,4.153035,0.946206
DoTc2-4510,CESC,urogenital_system,cervix,5.230820,0.946384
CAL-51,BRCA,breast,breast,4.816483,0.946443
NCI-H2373,MESO,lung,mesothelioma,11.193716,0.946469
IM-95,STAD,digestive_system,stomach,6.904034,0.946572
BB49-HNC,HNSC,aero_digestive_tract,head_and_neck,12.524890,0.946601
CAL-62,THCA,thyroid,thyroid,4.999234,0.946843
LU-135,SCLC,lung,lung_small_cell_carcinoma,5.131629,0.946852
KOPN-8,UNCLASSIFIED,blood,B_cell_leukemia,3.498560,0.946917
HEC-1,UCEC,urogenital_system,endometrium,4.479473,0.946969
CFPAC-1,PAAD,pancreas,pancreas,7.446509,0.947089
HuCCT1,UNCLASSIFIED,digestive_system,biliary_tract,6.470251,0.947143
LCLC-103H,UNCLASSIFIED,lung,lung_NSCLC_large_cell,7.748383,0.947185
HGC-27,STAD,digestive_system,stomach,3.339582,0.947446
TT,THCA,thyroid,thyroid,18.222900,0.947576
KMOE-2,LAML,blood,acute_myeloid_leukaemia,5.037327,0.948046
Calu-6,LUAD,lung,lung_NSCLC_adenocarcinoma,8.511628,0.948073
KMH-2,THCA,thyroid,thyroid,3.878859,0.948096
RCC-ER,KIRC,kidney,kidney,9.304198,0.948313
SW1783,LGG,nervous_system,glioma,4.251011,0.948462
MC-CAR,MM,blood,haematopoietic_neoplasm_other,4.182727,0.948864
SCC-15,HNSC,aero_digestive_tract,head_and_neck,11.578851,0.948934
SKG-IIIa,CESC,urogenital_system,cervix,11.638354,0.949001
HCC70,BRCA,breast,breast,7.128755,0.949039
42-MG-BA,GBM,nervous_system,glioma,6.510449,0.949218
NCI-H1651,LUAD,lung,lung_NSCLC_adenocarcinoma,6.664065,0.949259
SF268,GBM,nervous_system,glioma,7.561013,0.949675
CAKI-1,KIRC,kidney,kidney,18.337205,0.950284
EW-11,UNCLASSIFIED,bone,ewings_sarcoma,14.129958,0.950414
NCI-H2731,MESO,lung,mesothelioma,9.794474,0.950492
KP-N-YN,NB,nervous_system,neuroblastoma,12.592674,0.950523
EHEB,CLL,blood,lymphoid_neoplasm_other,16.930976,0.950604
BxPC-3,PAAD,pancreas,pancreas,7.689988,0.950658
G-MEL,SKCM,skin,melanoma,5.746903,0.950819
OPM-2,MM,blood,myeloma,3.450378,0.950914
NB1,NB,nervous_system,neuroblastoma,7.857678,0.951493
Hs-683,LGG,nervous_system,glioma,5.892142,0.951628
LK-2,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,6.305907,0.951698
MOLT-4,ALL,blood,lymphoblastic_leukemia,3.702312,0.951740
NMC-G1,LGG,nervous_system,glioma,12.086924,0.951754
LNCaP-Clone-FGC,PRAD,urogenital_system,prostate,9.364901,0.951875
ETK-1,UNCLASSIFIED,digestive_system,biliary_tract,7.888150,0.952000
NCI-H2009,LUAD,lung,lung_NSCLC_adenocarcinoma,8.481770,0.952229
HDQ-P1,BRCA,breast,breast,10.908507,0.952279
MKN1,UNCLASSIFIED,digestive_system,stomach,7.688808,0.952290
RCH-ACV,UNCLASSIFIED,blood,B_cell_leukemia,3.393729,0.952333
KINGS-1,LGG,nervous_system,glioma,15.882057,0.952394
CAPAN-1,PAAD,pancreas,pancreas,10.353090,0.952559
SW1116,COREAD,digestive_system,large_intestine,26.726621,0.953010
CHP-126,NB,nervous_system,neuroblastoma,8.131698,0.953068
OE33,ESCA,aero_digestive_tract,oesophagus,11.436703,0.953196
ABC-1,LUAD,lung,lung_NSCLC_adenocarcinoma,11.039478,0.953270
MOLM-13,LAML,blood,acute_myeloid_leukaemia,7.718667,0.953786
IST-SL2,SCLC,lung,lung_small_cell_carcinoma,9.032522,0.953797
OE19,ESCA,aero_digestive_tract,oesophagus,10.050471,0.954013
PC-3,PRAD,urogenital_system,prostate,11.505520,0.954044
EGI-1,UNCLASSIFIED,digestive_system,biliary_tract,12.638775,0.954264
KP-2,PAAD,pancreas,pancreas,8.254529,0.954406
RPMI-8226,MM,blood,myeloma,5.546800,0.954464
OC-314,OV,urogenital_system,ovary,5.342078,0.954548
HCC2998,COREAD,digestive_system,large_intestine,6.985687,0.954635
LS-513,COREAD,digestive_system,large_intestine,9.281681,0.954924
SNU-C5,COREAD,digestive_system,large_intestine,10.272224,0.954981
HT-3,CESC,urogenital_system,cervix,7.573334,0.955523
MFE-296,UCEC,urogenital_system,endometrium,10.564200,0.955624
KS-1,GBM,nervous_system,glioma,16.418098,0.955638
HT-1197,BLCA,urogenital_system,bladder,15.882464,0.955676
COLO-800,SKCM,skin,melanoma,6.252656,0.955720
NB12,NB,nervous_system,neuroblastoma,11.206495,0.955871
HCC-827,LUAD,lung,lung_NSCLC_adenocarcinoma,14.460773,0.956220
LB831-BLC,BLCA,urogenital_system,bladder,7.366683,0.956575
NCI-H650,LUAD,lung,lung_NSCLC_adenocarcinoma,15.404075,0.956608
639-V,BLCA,urogenital_system,bladder,4.752595,0.956711
RCM-1,COREAD,digestive_system,large_intestine,14.077902,0.956729
MIA-PaCa-2,PAAD,pancreas,pancreas,11.675673,0.956975
NCI-H2347,LUAD,lung,lung_NSCLC_adenocarcinoma,12.258689,0.956991
HCC-44,LUAD,lung,lung_NSCLC_adenocarcinoma,6.134723,0.957391
NCI-H2291,LUAD,lung,lung_NSCLC_adenocarcinoma,23.484338,0.957435
NCI-H2122,LUAD,lung,lung_NSCLC_adenocarcinoma,7.817453,0.957610
VMRC-RCZ,KIRC,kidney,kidney,12.716862,0.957646
NB5,NB,nervous_system,neuroblastoma,6.977454,0.957730
KYAE-1,ESCA,aero_digestive_tract,oesophagus,8.016208,0.957754
NCI-H526,SCLC,lung,lung_small_cell_carcinoma,8.151253,0.957931
NCI-H1703,UNCLASSIFIED,lung,lung_NSCLC_adenocarcinoma,11.638053,0.958406
MOLP-8,MM,blood,myeloma,5.635526,0.958449
SW872,UNCLASSIFIED,soft_tissue,soft_tissue_other,5.927671,0.958726
SU8686,PAAD,pancreas,pancreas,11.279121,0.958812
NCI-H513,MESO,lung,mesothelioma,17.392929,0.958884
KLE,UCEC,urogenital_system,endometrium,29.596723,0.958908
U251,GBM,nervous_system,glioma,6.228823,0.959015
SW1463,COREAD,digestive_system,large_intestine,57.184030,0.959101
COLO-680N,ESCA,aero_digestive_tract,oesophagus,12.540923,0.959133
22RV1,PRAD,urogenital_system,prostate,12.297123,0.959300
PANC-10-05,PAAD,pancreas,pancreas,14.492864,0.959670
MFH-ino,UNCLASSIFIED,soft_tissue,soft_tissue_other,13.580417,0.959687
D-247MG,GBM,nervous_system,glioma,17.529093,0.959863
NCI-H1573,LUAD,lung,lung_NSCLC_adenocarcinoma,9.376343,0.959895
YT,ALL,blood,lymphoid_neoplasm_other,5.291961,0.959982
A498,KIRC,kidney,kidney,38.380985,0.960069
MZ1-PC,PAAD,pancreas,pancreas,12.931729,0.960075
SW982,UNCLASSIFIED,soft_tissue,soft_tissue_other,8.375729,0.960121
SU-DHL-6,DLBC,blood,B_cell_lymphoma,2.727720,0.960132
DSH1,BLCA,urogenital_system,bladder,6.600599,0.960175
MC116,DLBC,blood,B_cell_lymphoma,2.127361,0.960586
SK-ES-1,UNCLASSIFIED,bone,ewings_sarcoma,10.012693,0.960601
no-10,LGG,nervous_system,glioma,14.083746,0.960839
NCI-H1155,UNCLASSIFIED,lung,lung_NSCLC_large_cell,5.588602,0.961016
GCT,UNCLASSIFIED,soft_tissue,soft_tissue_other,7.284144,0.961162
BT-549,BRCA,breast,breast,22.860378,0.961284
NCI-H441,LUAD,lung,lung_NSCLC_adenocarcinoma,35.736231,0.961439
SUP-HD1,UNCLASSIFIED,blood,Hodgkin_lymphoma,6.384484,0.961523
NCI-H446,SCLC,lung,lung_small_cell_carcinoma,9.091178,0.961676
LS-411N,COREAD,digestive_system,large_intestine,15.919131,0.962105
CHSA0108,UNCLASSIFIED,bone,chondrosarcoma,14.650941,0.962235
NCI-H835,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,8.196509,0.962281
NCI-H2795,MESO,lung,mesothelioma,8.369274,0.962292
HSC-2,HNSC,aero_digestive_tract,head_and_neck,6.356616,0.962404
ChaGo-K-1,UNCLASSIFIED,lung,lung_NSCLC_not_specified,13.075157,0.962536
A253,UNCLASSIFIED,aero_digestive_tract,head_and_neck,9.736547,0.962632
PC-3_[JPC-3],LUAD,lung,lung_NSCLC_adenocarcinoma,19.510208,0.962693
LXF-289,LUAD,lung,lung_NSCLC_adenocarcinoma,8.877623,0.962736
OCI-AML5,LAML,blood,acute_myeloid_leukaemia,6.056863,0.962747
201T,LUAD,lung,lung_NSCLC_adenocarcinoma,15.166779,0.962880
HCC2218,BRCA,breast,breast,30.471661,0.962916
RPMI-6666,UNCLASSIFIED,blood,Hodgkin_lymphoma,16.783417,0.962999
NCI-H1648,LUAD,lung,lung_NSCLC_adenocarcinoma,16.398611,0.963224
A2058,SKCM,skin,melanoma,7.455365,0.963409
AGS,STAD,digestive_system,stomach,7.132039,0.963428
CMK,LAML,blood,acute_myeloid_leukaemia,4.497504,0.963465
COLO-678,COREAD,digestive_system,large_intestine,16.603859,0.963603
CL-40,COREAD,digestive_system,large_intestine,62.582131,0.963617
ALL-SIL,ALL,blood,T_cell_leukemia,5.010195,0.963673
SK-MEL-24,SKCM,skin,melanoma,17.116502,0.963683
HCT-116,COREAD,digestive_system,large_intestine,6.793248,0.963809
DND-41,ALL,blood,T_cell_leukemia,5.525899,0.963911
COLO-205,COREAD,digestive_system,large_intestine,7.614167,0.964053
TGBC1TKB,UNCLASSIFIED,digestive_system,biliary_tract,9.072186,0.964080
YAPC,PAAD,pancreas,pancreas,18.669890,0.964082
NCI-H1876,SCLC,lung,lung_small_cell_carcinoma,8.970415,0.964130
NCI-H2591,MESO,lung,mesothelioma,22.301930,0.964149
LN-18,GBM,nervous_system,glioma,4.143942,0.964350
AM-38,GBM,nervous_system,glioma,9.573916,0.964417
JM1,DLBC,blood,B_cell_lymphoma,4.853577,0.965079
CAL-27,HNSC,aero_digestive_tract,head_and_neck,8.927843,0.965180
TK,DLBC,blood,B_cell_lymphoma,6.302723,0.965237
MKN7,STAD,digestive_system,stomach,24.756248,0.965285
WM1552C,SKCM,skin,melanoma,11.609760,0.965336
MOLT-13,ALL,blood,lymphoblastic_T_cell_leukaemia,7.111924,0.965439
GRANTA-519,DLBC,blood,B_cell_lymphoma,7.239438,0.965457
PANC-04-03,PAAD,pancreas,pancreas,38.118595,0.965548
PA-TU-8902,PAAD,pancreas,pancreas,13.431149,0.965682
RERF-LC-Sq1,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,32.629523,0.965991
EFM-19,BRCA,breast,breast,34.675143,0.966006
KU812,LCML,blood,chronic_myeloid_leukaemia,8.084524,0.966049
NB10,NB,nervous_system,neuroblastoma,11.198256,0.966053
KP-3,UNCLASSIFIED,pancreas,pancreas,18.640624,0.966058
TE-6,ESCA,aero_digestive_tract,oesophagus,18.301430,0.966096
MKN28,STAD,digestive_system,stomach,12.045178,0.966412
LB647-SCLC,SCLC,lung,lung_small_cell_carcinoma,17.778973,0.966455
JHU-029,HNSC,aero_digestive_tract,head_and_neck,19.155808,0.966596
ROS-50,UNCLASSIFIED,blood,B_cell_leukemia,20.303824,0.966622
NCI-H2804,MESO,lung,mesothelioma,20.102966,0.966871
SCC-25,HNSC,aero_digestive_tract,head_and_neck,12.102184,0.967097
LAN-6,NB,nervous_system,neuroblastoma,16.016823,0.967295
SNU-449,LIHC,digestive_system,liver,14.570135,0.967545
RERF-GC-1B,STAD,digestive_system,stomach,15.074658,0.967679
A388,UNCLASSIFIED,skin,skin_other,18.556926,0.967723
TGBC11TKB,STAD,digestive_system,stomach,7.798438,0.967810
NCI-H1693,LUAD,lung,lung_NSCLC_adenocarcinoma,54.629434,0.967832
SNU-182,LIHC,digestive_system,liver,10.787404,0.967852
HCC1428,BRCA,breast,breast,11.552231,0.967959
OMC-1,CESC,urogenital_system,cervix,12.037099,0.967970
SK-MG-1,GBM,nervous_system,glioma,11.419567,0.967979
DMS-79,SCLC,lung,lung_small_cell_carcinoma,20.042611,0.968102
K-562,LCML,blood,chronic_myeloid_leukaemia,11.818910,0.968144
LOU-NH91,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,12.907299,0.968165
M059J,GBM,nervous_system,glioma,12.922763,0.968203
U-118-MG,GBM,nervous_system,glioma,19.901778,0.968225
NCI-H345,SCLC,lung,lung_small_cell_carcinoma,21.860913,0.968488
NCI-H1975,LUAD,lung,lung_NSCLC_adenocarcinoma,18.596379,0.968503
EFO-21,OV,urogenital_system,ovary,33.501384,0.968541
NCI-H1650,LUAD,lung,lung_NSCLC_adenocarcinoma,31.724034,0.968581
NCI-H1623,LUAD,lung,lung_NSCLC_adenocarcinoma,19.621112,0.968636
SBC-1,SCLC,lung,lung_small_cell_carcinoma,16.187040,0.968669
23132-87,STAD,digestive_system,stomach,10.151615,0.968749
CADO-ES1,UNCLASSIFIED,bone,ewings_sarcoma,7.259645,0.969012
MFM-223,BRCA,breast,breast,16.455265,0.969082
KATOIII,STAD,digestive_system,stomach,11.087474,0.969251
UACC-893,BRCA,breast,breast,20.113584,0.969277
SNU-C1,COREAD,digestive_system,large_intestine,89.117137,0.969339
NCI-H2052,MESO,lung,mesothelioma,23.952736,0.969362
KNS-42,LGG,nervous_system,glioma,17.417723,0.969640
DMS-273,SCLC,lung,lung_small_cell_carcinoma,14.438138,0.969721
CAL-85-1,BRCA,breast,breast,30.638047,0.969771
NCI-H508,COREAD,digestive_system,large_intestine,85.171339,0.969913
EBC-1,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,19.688564,0.970163
A172,GBM,nervous_system,glioma,10.831831,0.970597
SNU-387,LIHC,digestive_system,liver,20.123462,0.970812
HC-1,UNCLASSIFIED,blood,hairy_cell_leukaemia,10.020785,0.970917
NCI-H146,SCLC,lung,lung_small_cell_carcinoma,6.656074,0.971103
SCC90,HNSC,aero_digestive_tract,head_and_neck,39.295321,0.971352
NCI-H2135,UNCLASSIFIED,lung,lung_NSCLC_not_specified,10.979128,0.971706
NCI-H1770,UNCLASSIFIED,lung,lung_NSCLC_not_specified,10.688071,0.971772
NALM-6,UNCLASSIFIED,blood,B_cell_leukemia,5.731615,0.971815
NCI-H1105,SCLC,lung,lung_small_cell_carcinoma,6.635698,0.971936
SW684,UNCLASSIFIED,soft_tissue,fibrosarcoma,47.311493,0.972297
NCI-H3122,LUAD,lung,lung_NSCLC_adenocarcinoma,16.051871,0.972330
NB4,LAML,blood,acute_myeloid_leukaemia,5.120185,0.972363
SNU-407,COREAD,digestive_system,large_intestine,21.431211,0.972377
SW620,COREAD,digestive_system,large_intestine,12.316901,0.972440
NCI-H1436,SCLC,lung,lung_small_cell_carcinoma,22.004835,0.972545
SK-MEL-5,SKCM,skin,melanoma,24.101534,0.972741
SNB75,GBM,nervous_system,glioma,38.652189,0.973073
EW-7,UNCLASSIFIED,bone,ewings_sarcoma,8.615230,0.973226
KM-H2,UNCLASSIFIED,blood,Hodgkin_lymphoma,6.393561,0.973338
PFSK-1,MB,nervous_system,medulloblastoma,11.976788,0.973426
B-CPAP,THCA,thyroid,thyroid,8.206254,0.973523
MDA-MB-361,BRCA,breast,breast,13.194577,0.973588
NCI-H524,SCLC,lung,lung_small_cell_carcinoma,9.690313,0.973654
NCI-H64,SCLC,lung,lung_small_cell_carcinoma,4.609888,0.973699
SLVL,DLBC,blood,B_cell_lymphoma,14.639816,0.973925
MY-M12,ALL,blood,leukemia,15.721686,0.973946
CRO-AP2,DLBC,blood,B_cell_lymphoma,7.939868,0.973959
SNU-5,STAD,digestive_system,stomach,23.237246,0.973963
HuH-7,LIHC,digestive_system,liver,16.883160,0.974130
T47D,BRCA,breast,breast,58.010783,0.974160
BHT-101,THCA,thyroid,thyroid,12.732241,0.974179
NCI-H1694,SCLC,lung,lung_small_cell_carcinoma,12.576205,0.974702
NCI-H1437,LUAD,lung,lung_NSCLC_adenocarcinoma,16.397994,0.974732
HPAF-II,PAAD,pancreas,pancreas,53.508278,0.975080
LN-405,GBM,nervous_system,glioma,25.727252,0.975192
KMRC-1,KIRC,kidney,kidney,17.463961,0.975314
CAMA-1,BRCA,breast,breast,27.539180,0.975396
OACM5-1,ESCA,aero_digestive_tract,oesophagus,20.372053,0.975593
HuP-T4,PAAD,pancreas,pancreas,17.988367,0.975680
NCI-H2405,LUAD,lung,lung_NSCLC_adenocarcinoma,21.618719,0.975715
Farage,DLBC,blood,B_cell_lymphoma,6.477750,0.975958
KMS-11,MM,blood,myeloma,8.066177,0.975991
NCI-H69,SCLC,lung,lung_small_cell_carcinoma,23.306428,0.976013
DAN-G,PAAD,pancreas,pancreas,8.052948,0.976021
HCC1143,BRCA,breast,breast,51.663331,0.976093
NCI-H460,UNCLASSIFIED,lung,lung_NSCLC_large_cell,10.623984,0.976311
OCUB-M,BRCA,breast,breast,8.031114,0.976415
AU565,BRCA,breast,breast,18.954232,0.976458
NCC010,KIRC,kidney,kidney,18.437091,0.976646
BL-41,UNCLASSIFIED,blood,Burkitt_lymphoma,3.769857,0.976701
WM-115,SKCM,skin,melanoma,35.115820,0.976929
SNU-398,LIHC,digestive_system,liver,13.406378,0.976989
COR-L105,LUAD,lung,lung_NSCLC_adenocarcinoma,52.270132,0.977034
SNU-61,COREAD,digestive_system,large_intestine,66.125090,0.977225
QGP-1,UNCLASSIFIED,pancreas,pancreas,101.437320,0.977295
NCI-H2595,MESO,lung,mesothelioma,50.672247,0.977401
Calu-3,LUAD,lung,lung_NSCLC_adenocarcinoma,34.201823,0.977441
NU-DUL-1,DLBC,blood,B_cell_lymphoma,6.096892,0.977713
IA-LM,UNCLASSIFIED,lung,lung_NSCLC_large_cell,28.467495,0.977809
DK-MG,GBM,nervous_system,glioma,55.678273,0.977848
MFE-280,UCEC,urogenital_system,endometrium,39.190117,0.977963
K2,SKCM,skin,melanoma,51.446414,0.977980
EJM,MM,blood,lymphoid_neoplasm_other,8.423847,0.977987
SK-MEL-3,SKCM,skin,melanoma,22.621081,0.978134
HCC1187,BRCA,breast,breast,10.598192,0.978172
OVKATE,OV,urogenital_system,ovary,126.022868,0.978186
HCC202,BRCA,breast,breast,57.869993,0.978312
LS-1034,COREAD,digestive_system,large_intestine,24.113779,0.978500
KYSE-450,ESCA,aero_digestive_tract,oesophagus,14.794609,0.978644
DMS-53,SCLC,lung,lung_small_cell_carcinoma,23.281140,0.978679
EVSA-T,BRCA,breast,breast,10.728011,0.978920
CAPAN-2,PAAD,pancreas,pancreas,46.213356,0.978921
NCI-H2869,MESO,lung,mesothelioma,34.025643,0.978951
JSC-1,DLBC,blood,B_cell_lymphoma,15.982997,0.978996
LS-123,COREAD,digestive_system,large_intestine,68.484846,0.979047
8505C,THCA,thyroid,thyroid,18.616883,0.979100
NCI-H747,COREAD,digestive_system,large_intestine,41.138905,0.979110
C-4-I,CESC,urogenital_system,cervix,18.338449,0.979350
NCI-H2172,UNCLASSIFIED,lung,lung_NSCLC_not_specified,47.435717,0.979351
MM1S,MM,blood,myeloma,12.778384,0.979394
PF-382,ALL,blood,lymphoblastic_T_cell_leukaemia,10.982973,0.979461
RH-18,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,13.985563,0.979508
TE-5,ESCA,aero_digestive_tract,oesophagus,23.130575,0.979552
KARPAS-1106P,DLBC,blood,B_cell_lymphoma,6.815640,0.979642
GDM-1,LAML,blood,acute_myeloid_leukaemia,25.525549,0.979705
SNU-423,LIHC,digestive_system,liver,23.270471,0.979706
SW1417,COREAD,digestive_system,large_intestine,34.663455,0.979716
LB996-RCC,KIRC,kidney,kidney,26.242581,0.979810
BT-474,BRCA,breast,breast,32.484038,0.979912
NCI-H2141,SCLC,lung,lung_small_cell_carcinoma,14.736846,0.979965
WSU-DLCL2,DLBC,blood,B_cell_lymphoma,9.372328,0.980093
HCC1500,BRCA,breast,breast,20.645745,0.980093
Caov-4,OV,urogenital_system,ovary,65.948937,0.980172
A2780,UNCLASSIFIED,urogenital_system,ovary,17.041046,0.980178
CGTH-W-1,THCA,thyroid,thyroid,16.294965,0.980337
MRK-nu-1,BRCA,breast,breast,24.599816,0.980342
SW962,UNCLASSIFIED,urogenital_system,urogenital_system_other,30.516405,0.980525
NB7,NB,nervous_system,neuroblastoma,20.518521,0.980561
COLO-824,BRCA,breast,breast,22.665085,0.980635
FU-OV-1,OV,urogenital_system,ovary,46.472688,0.980689
NCI-H596,UNCLASSIFIED,lung,lung_NSCLC_adenocarcinoma,49.595993,0.980729
NCI-H2452,MESO,lung,mesothelioma,33.384383,0.980788
NCI-H2818,MESO,lung,mesothelioma,32.713804,0.980789
IST-MES1,MESO,lung,mesothelioma,22.573993,0.980864
CW-2,COREAD,digestive_system,large_intestine,42.254204,0.980888
KURAMOCHI,UNCLASSIFIED,urogenital_system,ovary,38.171043,0.980910
MHH-ES-1,UNCLASSIFIED,bone,ewings_sarcoma,15.272519,0.980980
NCI-H1993,LUAD,lung,lung_NSCLC_adenocarcinoma,60.221591,0.981080
ZR-75-30,BRCA,breast,breast,148.543141,0.981124
ES6,UNCLASSIFIED,bone,ewings_sarcoma,40.041701,0.981235
EB-3,UNCLASSIFIED,blood,Burkitt_lymphoma,31.228681,0.981339
no-11,LGG,nervous_system,glioma,51.903256,0.981340
SU-DHL-5,DLBC,blood,B_cell_lymphoma,5.101830,0.981388
CHSA8926,UNCLASSIFIED,bone,chondrosarcoma,48.145645,0.981520
C3A,LIHC,digestive_system,liver,21.065394,0.981550
NCI-H290,MESO,lung,mesothelioma,13.344124,0.981553
EN,UCEC,urogenital_system,endometrium,44.929343,0.981596
NCI-H2066,SCLC,lung,lung_small_cell_carcinoma,78.927881,0.981610
KP-1N,PAAD,pancreas,pancreas,21.687040,0.981656
SNU-81,COREAD,digestive_system,large_intestine,52.425520,0.981657
ME-1,LAML,blood,acute_myeloid_leukaemia,21.913941,0.981769
STS-0421,UNCLASSIFIED,soft_tissue,soft_tissue_other,34.353284,0.981815
MEL-JUSO,SKCM,skin,melanoma,22.918667,0.982042
DMS-114,SCLC,lung,lung_small_cell_carcinoma,31.141071,0.982329
UACC-257,SKCM,skin,melanoma,35.174542,0.982449
NCI-H2461,MESO,lung,mesothelioma,67.641087,0.982471
LU-165,SCLC,lung,lung_small_cell_carcinoma,43.897569,0.982484
NCI-H2722,MESO,lung,mesothelioma,44.270819,0.982523
SW948,COREAD,digestive_system,large_intestine,71.621254,0.982567
JHH-7,LIHC,digestive_system,liver,15.065034,0.982594
MDA-MB-453,BRCA,breast,breast,22.745717,0.982706
SK-MEL-31,SKCM,skin,melanoma,51.304027,0.982759
NCI-H847,SCLC,lung,lung_small_cell_carcinoma,8.001220,0.982813
LU-65,UNCLASSIFIED,lung,lung_NSCLC_large_cell,76.003479,0.982938
NCI-H187,SCLC,lung,lung_small_cell_carcinoma,28.981810,0.983237
GCIY,STAD,digestive_system,stomach,32.209670,0.983278
TMK-1,STAD,digestive_system,stomach,38.113327,0.983286
NCI-H1563,LUAD,lung,lung_NSCLC_adenocarcinoma,42.265222,0.983403
SiHa,CESC,urogenital_system,cervix,36.586955,0.983441
MMAc-SF,SKCM,skin,melanoma,29.920469,0.983593
SU-DHL-16,DLBC,blood,B_cell_lymphoma,4.174556,0.983667
D-542MG,GBM,nervous_system,glioma,42.359050,0.983714
EW-24,UNCLASSIFIED,bone,ewings_sarcoma,14.951773,0.983951
CA46,UNCLASSIFIED,blood,Burkitt_lymphoma,28.222766,0.983966
NCI-H2081,SCLC,lung,lung_small_cell_carcinoma,27.274978,0.984173
MES-SA,UNCLASSIFIED,urogenital_system,uterus,16.232976,0.984185
Daudi,UNCLASSIFIED,blood,Burkitt_lymphoma,13.614175,0.984300
A673,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,13.849498,0.984346
Hep3B2-1-7,LIHC,digestive_system,liver,16.857409,0.984458
TGBC24TKB,UNCLASSIFIED,digestive_system,biliary_tract,22.688367,0.984466
NCI-H2227,SCLC,lung,lung_small_cell_carcinoma,35.696833,0.984540
NB(TU)1-10,NB,nervous_system,neuroblastoma,15.822631,0.984664
HOP-62,LUAD,lung,lung_NSCLC_adenocarcinoma,25.001535,0.984739
FU97,STAD,digestive_system,stomach,21.066623,0.984811
L-1236,UNCLASSIFIED,blood,Hodgkin_lymphoma,11.739432,0.984951
T84,COREAD,digestive_system,large_intestine,30.386995,0.985003
SIMA,NB,nervous_system,neuroblastoma,32.392197,0.985018
NCI-H2342,LUAD,lung,lung_NSCLC_adenocarcinoma,33.534587,0.985018
OCI-M1,LAML,blood,acute_myeloid_leukaemia,5.616652,0.985056
MZ7-mel,SKCM,skin,melanoma,29.093176,0.985084
NUGC-4,STAD,digestive_system,stomach,23.910846,0.985103
ARH-77,MM,blood,myeloma,17.885956,0.985239
SBC-5,SCLC,lung,lung_small_cell_carcinoma,10.591396,0.985448
CP66-MEL,SKCM,skin,melanoma,35.419485,0.985513
