"Cell line","TCGA classification",Tissue,"Tissue sub-type",IC50,AUC
RC-K8,DLBC,blood,B_cell_lymphoma,19.896442,0.850048
CAL-120,BRCA,breast,breast,35.556006,0.850288
SISO,CESC,urogenital_system,cervix,23.242790,0.850511
KYSE-510,ESCA,aero_digestive_tract,oesophagus,19.279006,0.851300
RCC-MF,KIRC,kidney,kidney,34.552852,0.851300
U031,KIRC,kidney,kidney,25.674154,0.851355
OVCAR-4,OV,urogenital_system,ovary,45.854287,0.851908
KNS-81-FD,LGG,nervous_system,glioma,47.254331,0.852496
HMV-II,SKCM,skin,melanoma,35.227216,0.852746
ONS-76,MB,nervous_system,medulloblastoma,27.715813,0.852796
NCI-H2595,MESO,lung,mesothelioma,42.193850,0.854416
EW-16,UNCLASSIFIED,bone,ewings_sarcoma,26.483115,0.854425
JM1,DLBC,blood,B_cell_lymphoma,19.328568,0.854884
IST-MEL1,SKCM,skin,melanoma,33.642884,0.854922
NCI-H2087,LUAD,lung,lung_NSCLC_adenocarcinoma,28.371449,0.855064
EFO-21,OV,urogenital_system,ovary,44.448175,0.855879
EMC-BAC-1,LUAD,lung,lung_NSCLC_adenocarcinoma,34.190972,0.855909
A427,UNCLASSIFIED,lung,lung_NSCLC_not_specified,27.735150,0.856486
KMS-12-BM,MM,blood,myeloma,18.829954,0.856556
KP-3,UNCLASSIFIED,pancreas,pancreas,35.891380,0.857169
PANC-08-13,PAAD,pancreas,pancreas,37.582303,0.857753
MOG-G-CCM,LGG,nervous_system,glioma,34.312352,0.857991
EN,UCEC,urogenital_system,endometrium,37.546344,0.858456
SCC-15,HNSC,aero_digestive_tract,head_and_neck,38.309681,0.858726
ROS-50,UNCLASSIFIED,blood,B_cell_leukemia,38.017331,0.859418
H-EMC-SS,UNCLASSIFIED,bone,chondrosarcoma,39.337369,0.859520
KP-4,PAAD,pancreas,pancreas,24.732780,0.859631
MKN1,UNCLASSIFIED,digestive_system,stomach,29.321533,0.859671
SW620,COREAD,digestive_system,large_intestine,27.195699,0.859674
KARPAS-45,ALL,blood,lymphoblastic_leukemia,20.654639,0.859907
NCI-H1436,SCLC,lung,lung_small_cell_carcinoma,35.190149,0.859934
8-MG-BA,GBM,nervous_system,glioma,23.947476,0.861080
NB69,NB,nervous_system,neuroblastoma,23.005863,0.861209
RD,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,32.337227,0.861559
Raji,UNCLASSIFIED,blood,Burkitt_lymphoma,24.943475,0.861614
WM-115,SKCM,skin,melanoma,40.025850,0.861805
PA-TU-8988T,PAAD,pancreas,pancreas,28.138284,0.861913
PL-21,LAML,blood,acute_myeloid_leukaemia,39.870323,0.862531
KG-1,LAML,blood,acute_myeloid_leukaemia,25.051655,0.862689
NB6,NB,nervous_system,neuroblastoma,39.219220,0.862798
HCC-33,SCLC,lung,lung_small_cell_carcinoma,26.659050,0.863758
NB12,NB,nervous_system,neuroblastoma,35.895395,0.864138
SW837,COREAD,digestive_system,large_intestine,48.163270,0.864560
Ca9-22,HNSC,aero_digestive_tract,head_and_neck,24.860175,0.864591
Ramos-2G6-4C10,UNCLASSIFIED,blood,Burkitt_lymphoma,22.945064,0.864857
5637,BLCA,urogenital_system,bladder,23.735380,0.864913
ECC10,UNCLASSIFIED,digestive_system,stomach,33.967899,0.865148
SNU-C5,COREAD,digestive_system,large_intestine,35.252516,0.865460
EMC-BAC-2,LUAD,lung,lung_NSCLC_adenocarcinoma,33.957429,0.866303
NCI-H748,SCLC,lung,lung_small_cell_carcinoma,42.197905,0.866333
JJN-3,MM,blood,haematopoietic_neoplasm_other,21.543417,0.867917
HT-3,CESC,urogenital_system,cervix,30.489237,0.868180
OCUB-M,BRCA,breast,breast,23.329161,0.868554
NCI-H1417,SCLC,lung,lung_small_cell_carcinoma,37.974879,0.868580
TE-12,ESCA,aero_digestive_tract,oesophagus,51.124772,0.869409
KMS-11,MM,blood,myeloma,23.795478,0.869815
SNU-5,STAD,digestive_system,stomach,39.528366,0.870078
RL95-2,UNCLASSIFIED,urogenital_system,endometrium,30.371869,0.870288
HCC1143,BRCA,breast,breast,54.648345,0.870321
KYSE-50,ESCA,aero_digestive_tract,oesophagus,27.691301,0.871233
A172,GBM,nervous_system,glioma,29.982432,0.871389
HDQ-P1,BRCA,breast,breast,41.173562,0.871757
BT-474,BRCA,breast,breast,40.764381,0.872311
GRANTA-519,DLBC,blood,B_cell_lymphoma,27.196802,0.872886
LS-180,COREAD,digestive_system,large_intestine,49.806292,0.872951
SU8686,PAAD,pancreas,pancreas,38.425613,0.873589
201T,LUAD,lung,lung_NSCLC_adenocarcinoma,42.033814,0.873656
NCI-H1836,SCLC,lung,lung_small_cell_carcinoma,35.438982,0.874030
COLO-320-HSR,COREAD,digestive_system,large_intestine,28.020208,0.874542
NCI-H1734,LUAD,lung,lung_NSCLC_adenocarcinoma,36.074234,0.875274
NCI-H211,SCLC,lung,lung_small_cell_carcinoma,31.544700,0.875569
SW900,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,37.358581,0.876361
TE-5,ESCA,aero_digestive_tract,oesophagus,37.296764,0.876445
RCC10RGB,KIRC,kidney,kidney,111.796091,0.876607
U-87-MG,GBM,nervous_system,glioma,47.430912,0.876900
OACp4C,ESCA,aero_digestive_tract,oesophagus,40.031224,0.877280
MFE-296,UCEC,urogenital_system,endometrium,40.966365,0.877364
D-502MG,LGG,nervous_system,glioma,71.884810,0.877604
NB5,NB,nervous_system,neuroblastoma,31.416792,0.877898
MDA-MB-436,BRCA,breast,breast,55.468003,0.878028
HCC1569,BRCA,breast,breast,48.287137,0.878371
OSC-20,HNSC,aero_digestive_tract,head_and_neck,42.758215,0.878462
TALL-1,ALL,blood,lymphoblastic_T_cell_leukaemia,29.748885,0.878467
NCI-H510A,SCLC,lung,lung_small_cell_carcinoma,35.825874,0.878672
NCI-H1048,SCLC,lung,lung_small_cell_carcinoma,26.230124,0.878881
A388,UNCLASSIFIED,skin,skin_other,45.732161,0.879416
KLE,UCEC,urogenital_system,endometrium,74.376722,0.880761
BHY,HNSC,aero_digestive_tract,head_and_neck,33.345514,0.884424
KS-1,GBM,nervous_system,glioma,59.496632,0.885075
HO-1-u-1,HNSC,aero_digestive_tract,head_and_neck,29.625677,0.885521
SNU-475,LIHC,digestive_system,liver,24.748312,0.885708
DBTRG-05MG,GBM,nervous_system,glioma,61.773854,0.886729
OVTOKO,OV,urogenital_system,ovary,58.641170,0.887055
BICR22,HNSC,aero_digestive_tract,head_and_neck,44.391786,0.887719
SNG-M,UCEC,urogenital_system,endometrium,42.110351,0.887994
SKN-3,HNSC,aero_digestive_tract,head_and_neck,48.974321,0.888970
SK-MEL-24,SKCM,skin,melanoma,54.612407,0.889210
D-566MG,GBM,nervous_system,glioma,32.882782,0.890378
UACC-257,SKCM,skin,melanoma,49.967522,0.890786
HCC202,BRCA,breast,breast,73.257527,0.890847
BICR78,HNSC,aero_digestive_tract,head_and_neck,50.864019,0.890921
NCI-H2141,SCLC,lung,lung_small_cell_carcinoma,35.841866,0.890926
NCI-H322M,LUAD,lung,lung_NSCLC_adenocarcinoma,82.792602,0.891527
EVSA-T,BRCA,breast,breast,31.927096,0.891551
LOXIMVI,SKCM,skin,melanoma,38.382025,0.892058
NCI-H650,LUAD,lung,lung_NSCLC_adenocarcinoma,62.593980,0.892538
LNZTA3WT4,GBM,nervous_system,glioma,37.695262,0.893018
HGC-27,STAD,digestive_system,stomach,27.023657,0.893132
NCI-H23,LUAD,lung,lung_NSCLC_adenocarcinoma,36.204797,0.893552
NCI-H28,MESO,lung,mesothelioma,62.667405,0.893654
NCI-H1694,SCLC,lung,lung_small_cell_carcinoma,38.697181,0.893959
HTC-C3,THCA,thyroid,thyroid,50.377146,0.893984
SF126,GBM,nervous_system,glioma,43.225560,0.894342
OV-17R,OV,urogenital_system,ovary,89.373243,0.895628
IST-MES1,MESO,lung,mesothelioma,45.457499,0.895697
SW1271,SCLC,lung,lung_small_cell_carcinoma,54.330391,0.895859
M14,SKCM,skin,melanoma,52.100514,0.895956
SK-MEL-5,SKCM,skin,melanoma,59.478149,0.896563
BFTC-905,BLCA,urogenital_system,bladder,33.975941,0.896826
COR-L321,UNCLASSIFIED,lung,lung_other,37.193583,0.896844
PFSK-1,MB,nervous_system,medulloblastoma,40.347639,0.897167
BE-13,ALL,blood,lymphoblastic_leukemia,41.235516,0.897214
AsPC-1,PAAD,pancreas,pancreas,129.533338,0.897431
MDA-MB-157,BRCA,breast,breast,44.319052,0.897931
NCI-H1838,LUAD,lung,lung_NSCLC_adenocarcinoma,84.899680,0.898357
SK-GT-4,ESCA,aero_digestive_tract,oesophagus,62.687191,0.898996
no-11,LGG,nervous_system,glioma,71.049725,0.899132
CAL-62,THCA,thyroid,thyroid,38.217221,0.899232
C2BBe1,COREAD,digestive_system,large_intestine,58.423694,0.899307
RERF-LC-Sq1,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,90.040417,0.899717
CAMA-1,BRCA,breast,breast,62.429684,0.899773
ACHN,KIRC,kidney,kidney,58.058144,0.899915
COR-L303,SCLC,lung,lung_small_cell_carcinoma,32.906752,0.900290
HLE,LIHC,digestive_system,liver,47.645251,0.900992
BE2-M17,NB,nervous_system,neuroblastoma,48.526552,0.901988
NCI-H1092,SCLC,lung,lung_small_cell_carcinoma,60.990670,0.902517
KURAMOCHI,UNCLASSIFIED,urogenital_system,ovary,65.751500,0.903159
NB1,NB,nervous_system,neuroblastoma,51.935669,0.903923
LP-1,MM,blood,myeloma,29.941302,0.903983
HPAF-II,PAAD,pancreas,pancreas,98.546509,0.904128
EB-3,UNCLASSIFIED,blood,Burkitt_lymphoma,59.593478,0.904414
SK-N-AS,NB,nervous_system,neuroblastoma,66.221492,0.904426
SKN,UNCLASSIFIED,urogenital_system,uterus,58.336913,0.904918
Hs-746T,STAD,digestive_system,stomach,87.080766,0.905273
NCI-H1437,LUAD,lung,lung_NSCLC_adenocarcinoma,51.939085,0.905459
JHH-4,LIHC,digestive_system,liver,46.147140,0.905951
LU-135,SCLC,lung,lung_small_cell_carcinoma,42.912417,0.906863
Hep3B2-1-7,LIHC,digestive_system,liver,41.528673,0.907178
NCI-H2081,SCLC,lung,lung_small_cell_carcinoma,52.885126,0.907369
SW1990,PAAD,pancreas,pancreas,81.552611,0.907597
HO-1-N-1,HNSC,aero_digestive_tract,head_and_neck,40.849687,0.907998
SK-N-SH,NB,nervous_system,neuroblastoma,43.880702,0.908343
NCI-H2228,LUAD,lung,lung_NSCLC_adenocarcinoma,105.653789,0.908479
GP5d,COREAD,digestive_system,large_intestine,37.833813,0.908517
DMS-79,SCLC,lung,lung_small_cell_carcinoma,73.057589,0.908734
SW1463,COREAD,digestive_system,large_intestine,193.378810,0.908905
SF295,GBM,nervous_system,glioma,50.713214,0.908945
OV-7,OV,urogenital_system,ovary,102.739196,0.909306
PE-CA-PJ15,HNSC,aero_digestive_tract,head_and_neck,54.523194,0.910003
KYSE-70,ESCA,aero_digestive_tract,oesophagus,62.063450,0.910054
UACC-893,BRCA,breast,breast,74.272053,0.911457
NCI-H2023,LUAD,lung,lung_NSCLC_adenocarcinoma,70.456639,0.911502
TE-9,ESCA,aero_digestive_tract,oesophagus,57.351141,0.911762
NCI-H1299,UNCLASSIFIED,lung,lung_NSCLC_large_cell,78.748967,0.912052
NCI-H2196,SCLC,lung,lung_small_cell_carcinoma,58.808197,0.912299
SK-MEL-3,SKCM,skin,melanoma,63.507214,0.913062
NCI-H2227,SCLC,lung,lung_small_cell_carcinoma,65.261513,0.913207
RMG-I,UNCLASSIFIED,urogenital_system,ovary,85.556898,0.913381
CAL-78,UNCLASSIFIED,bone,chondrosarcoma,59.591801,0.913711
ME-180,CESC,urogenital_system,cervix,65.362023,0.914557
CFPAC-1,PAAD,pancreas,pancreas,63.614350,0.914621
EFM-19,BRCA,breast,breast,124.299171,0.914808
JHOS-2,OV,urogenital_system,ovary,76.747736,0.914939
UMC-11,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,41.799084,0.915157
OE33,ESCA,aero_digestive_tract,oesophagus,78.988083,0.915172
NUGC-3,STAD,digestive_system,stomach,69.151485,0.915183
D-283MED,MB,nervous_system,medulloblastoma,42.755178,0.915495
NCI-H847,SCLC,lung,lung_small_cell_carcinoma,33.763765,0.915667
YKG-1,GBM,nervous_system,glioma,58.826556,0.916266
HuO-3N1,UNCLASSIFIED,bone,osteosarcoma,140.815192,0.916311
SK-MES-1,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,66.193924,0.917498
COLO-829,SKCM,skin,melanoma,120.177453,0.918006
CaR-1,COREAD,digestive_system,large_intestine,119.100914,0.918048
CAL-51,BRCA,breast,breast,47.954454,0.918080
HCC-78,LUAD,lung,lung_NSCLC_adenocarcinoma,78.882780,0.918193
NCI-H716,COREAD,digestive_system,large_intestine,80.149510,0.918235
NCI-H841,SCLC,lung,lung_small_cell_carcinoma,53.630023,0.918478
KNS-42,LGG,nervous_system,glioma,76.309304,0.919018
PL18,PAAD,pancreas,pancreas,59.847207,0.919074
MOLT-13,ALL,blood,lymphoblastic_T_cell_leukaemia,46.877962,0.919639
NCI-H2591,MESO,lung,mesothelioma,108.495409,0.920590
KYSE-220,ESCA,aero_digestive_tract,oesophagus,66.859463,0.920714
A101D,SKCM,skin,melanoma,105.977272,0.921031
ChaGo-K-1,UNCLASSIFIED,lung,lung_NSCLC_not_specified,78.946720,0.921782
SNU-449,LIHC,digestive_system,liver,75.136443,0.921799
K5,THCA,thyroid,thyroid,53.782027,0.922100
PANC-04-03,PAAD,pancreas,pancreas,158.775481,0.922504
NCI-H727,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,153.493308,0.922698
OE21,ESCA,aero_digestive_tract,oesophagus,105.178773,0.923023
NCI-H2029,SCLC,lung,lung_small_cell_carcinoma,46.389722,0.923047
ALL-SIL,ALL,blood,T_cell_leukemia,40.066979,0.923175
SW962,UNCLASSIFIED,urogenital_system,urogenital_system_other,83.045083,0.923399
NCI-H2009,LUAD,lung,lung_NSCLC_adenocarcinoma,74.792498,0.924179
CHL-1,SKCM,skin,melanoma,54.350937,0.924998
OS-RC-2,KIRC,kidney,kidney,145.491063,0.925996
YAPC,PAAD,pancreas,pancreas,107.078376,0.926275
LB647-SCLC,SCLC,lung,lung_small_cell_carcinoma,97.016990,0.926473
RXF393,KIRC,kidney,kidney,164.714598,0.926479
TYK-nu,UNCLASSIFIED,urogenital_system,ovary,68.997013,0.926949
EFM-192A,BRCA,breast,breast,93.230291,0.927329
JHH-7,LIHC,digestive_system,liver,55.272649,0.927426
JIMT-1,BRCA,breast,breast,73.827419,0.927459
NCI-H2052,MESO,lung,mesothelioma,112.553819,0.927622
VCaP,PRAD,urogenital_system,prostate,65.262388,0.927839
CAL-29,BLCA,urogenital_system,bladder,69.374793,0.928342
NTERA-2-cl-D1,UNCLASSIFIED,urogenital_system,testis,57.172816,0.928409
LB831-BLC,BLCA,urogenital_system,bladder,65.979322,0.928670
JHU-022,HNSC,aero_digestive_tract,head_and_neck,115.322879,0.928965
AGS,STAD,digestive_system,stomach,56.474151,0.929285
NCI-H1963,SCLC,lung,lung_small_cell_carcinoma,48.453231,0.929900
HCC1500,BRCA,breast,breast,75.496068,0.930139
LB771-HNC,HNSC,aero_digestive_tract,head_and_neck,100.096746,0.930760
VA-ES-BJ,UNCLASSIFIED,soft_tissue,soft_tissue_other,73.297321,0.930943
OVCA420,OV,urogenital_system,ovary,115.925913,0.931942
NCI-H2170,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,95.750050,0.932130
OCUM-1,STAD,digestive_system,stomach,94.390343,0.932536
TE-1,ESCA,aero_digestive_tract,oesophagus,116.919946,0.932617
KARPAS-422,DLBC,blood,B_cell_lymphoma,96.684244,0.932907
SW756,CESC,urogenital_system,cervix,105.537526,0.933523
LXF-289,LUAD,lung,lung_NSCLC_adenocarcinoma,73.318475,0.933994
SAT,HNSC,aero_digestive_tract,head_and_neck,184.119113,0.934033
CGTH-W-1,THCA,thyroid,thyroid,69.765999,0.934277
NCI-H2122,LUAD,lung,lung_NSCLC_adenocarcinoma,76.882563,0.935766
RCM-1,COREAD,digestive_system,large_intestine,129.374432,0.936027
LAN-6,NB,nervous_system,neuroblastoma,106.757359,0.936120
NCI-H661,UNCLASSIFIED,lung,lung_NSCLC_large_cell,123.101001,0.936168
DAN-G,PAAD,pancreas,pancreas,52.236653,0.936534
WM793B,SKCM,skin,melanoma,85.638451,0.936666
SNU-387,LIHC,digestive_system,liver,115.093921,0.936724
MMAc-SF,SKCM,skin,melanoma,94.158299,0.936812
COR-L279,SCLC,lung,lung_small_cell_carcinoma,53.204927,0.936904
TCCSUP,BLCA,urogenital_system,bladder,108.038509,0.937117
RH-41,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,50.361120,0.937146
LB1047-RCC,KIRC,kidney,kidney,105.362178,0.937655
NMC-G1,LGG,nervous_system,glioma,134.266741,0.937665
EBC-1,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,118.962148,0.938000
OVCA433,OV,urogenital_system,ovary,89.515529,0.938118
NCI-H1666,LUAD,lung,lung_NSCLC_adenocarcinoma,117.074852,0.938717
NCI-H1155,UNCLASSIFIED,lung,lung_NSCLC_large_cell,57.582230,0.939028
D-392MG,GBM,nervous_system,glioma,160.024055,0.940400
IGR-37,SKCM,skin,melanoma,69.215888,0.940676
BB65-RCC,KIRC,kidney,kidney,138.969572,0.940721
TGBC11TKB,STAD,digestive_system,stomach,66.787058,0.940890
COLO-678,COREAD,digestive_system,large_intestine,139.579757,0.941803
DU-145,PRAD,urogenital_system,prostate,110.893563,0.942150
DK-MG,GBM,nervous_system,glioma,208.659716,0.942213
JHOS-3,OV,urogenital_system,ovary,163.248119,0.942226
AU565,BRCA,breast,breast,102.915269,0.942234
JAR,UNCLASSIFIED,urogenital_system,urogenital_system_other,73.885023,0.942584
SK-LU-1,LUAD,lung,lung_NSCLC_adenocarcinoma,150.476619,0.942687
TE-11,ESCA,aero_digestive_tract,oesophagus,72.495969,0.943089
EW-11,UNCLASSIFIED,bone,ewings_sarcoma,184.458808,0.943201
A253,UNCLASSIFIED,aero_digestive_tract,head_and_neck,97.562682,0.944450
KYSE-520,ESCA,aero_digestive_tract,oesophagus,173.145228,0.944600
SU-DHL-4,DLBC,blood,B_cell_lymphoma,29.173408,0.945135
NCI-H2347,LUAD,lung,lung_NSCLC_adenocarcinoma,141.361416,0.945157
CL-11,COREAD,digestive_system,large_intestine,136.298110,0.945160
J82,BLCA,urogenital_system,bladder,99.238229,0.945170
SK-MEL-2,SKCM,skin,melanoma,105.506684,0.945769
MFH-ino,UNCLASSIFIED,soft_tissue,soft_tissue_other,145.736916,0.945788
RCC-FG2,KIRC,kidney,kidney,160.412986,0.945913
LU-165,SCLC,lung,lung_small_cell_carcinoma,156.254093,0.945925
no-10,LGG,nervous_system,glioma,146.667282,0.946110
OAW-28,OV,urogenital_system,ovary,170.509301,0.946601
GAK,SKCM,skin,melanoma,75.120912,0.946830
SK-HEP-1,LIHC,digestive_system,liver,73.600182,0.946844
CHSA8926,UNCLASSIFIED,bone,chondrosarcoma,179.548381,0.946972
L-1236,UNCLASSIFIED,blood,Hodgkin_lymphoma,63.277366,0.948666
MDA-MB-231,BRCA,breast,breast,122.851162,0.949348
HCC-15,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,175.639362,0.949474
NCI-H1355,LUAD,lung,lung_NSCLC_adenocarcinoma,252.064430,0.950040
639-V,BLCA,urogenital_system,bladder,67.390585,0.950824
VMRC-MELG,SKCM,skin,melanoma,97.753589,0.950901
NCI-H1869,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,159.334800,0.951877
NCI-H2818,MESO,lung,mesothelioma,163.085060,0.952153
HCC1937,BRCA,breast,breast,160.116216,0.952222
SH-4,SKCM,skin,melanoma,294.498067,0.952223
OAW-42,OV,urogenital_system,ovary,141.327913,0.952507
UACC-812,BRCA,breast,breast,133.693471,0.952584
KOSC-2,HNSC,aero_digestive_tract,head_and_neck,167.125530,0.952607
SW872,UNCLASSIFIED,soft_tissue,soft_tissue_other,82.851048,0.952860
TMK-1,STAD,digestive_system,stomach,164.558800,0.952967
Mewo,SKCM,skin,melanoma,207.839656,0.952992
DG-75,UNCLASSIFIED,blood,Burkitt_lymphoma,120.097262,0.953217
GCIY,STAD,digestive_system,stomach,148.646980,0.953550
BFTC-909,KIRC,kidney,kidney,118.258849,0.953979
G-292-Clone-A141B1,UNCLASSIFIED,bone,osteosarcoma,540.508480,0.953986
EGI-1,UNCLASSIFIED,digestive_system,biliary_tract,200.738704,0.954021
SW1710,BLCA,urogenital_system,bladder,119.268898,0.954270
DJM-1,UNCLASSIFIED,skin,skin_other,106.807975,0.954371
HCC1187,BRCA,breast,breast,83.265511,0.954484
Becker,GBM,nervous_system,glioma,149.909946,0.954742
451Lu,SKCM,skin,melanoma,120.668205,0.954795
SNU-182,LIHC,digestive_system,liver,118.091704,0.955040
ME-1,LAML,blood,acute_myeloid_leukaemia,126.062292,0.955043
BT-20,BRCA,breast,breast,180.165595,0.955613
PEO1,OV,urogenital_system,ovary,131.015386,0.955666
SW1417,COREAD,digestive_system,large_intestine,199.116689,0.955769
NCI-H1781,LUAD,lung,lung_NSCLC_adenocarcinoma,118.728349,0.955868
DoTc2-4510,CESC,urogenital_system,cervix,104.444631,0.956173
TOV-21G,OV,urogenital_system,ovary,151.271667,0.956190
UWB1.289,OV,urogenital_system,ovary,341.760664,0.956694
LS-123,COREAD,digestive_system,large_intestine,361.447515,0.956773
NCI-H441,LUAD,lung,lung_NSCLC_adenocarcinoma,474.704634,0.956875
NCI-H2804,MESO,lung,mesothelioma,224.317668,0.956889
PL4,PAAD,pancreas,pancreas,157.159381,0.957280
CHSA0011,UNCLASSIFIED,bone,chondrosarcoma,388.625446,0.957875
LC-1-sq,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,184.774442,0.957906
OE19,ESCA,aero_digestive_tract,oesophagus,180.452985,0.957948
CP50-MEL-B,SKCM,skin,melanoma,101.764001,0.957992
A498,KIRC,kidney,kidney,567.321680,0.958175
OMC-1,CESC,urogenital_system,cervix,143.259654,0.958706
FADU,HNSC,aero_digestive_tract,head_and_neck,115.380568,0.958892
T98G,GBM,nervous_system,glioma,85.440768,0.959176
MFM-223,BRCA,breast,breast,186.139390,0.959280
DSH1,BLCA,urogenital_system,bladder,103.706271,0.959469
HT-1197,BLCA,urogenital_system,bladder,290.138319,0.959558
NCI-H2172,UNCLASSIFIED,lung,lung_NSCLC_not_specified,296.880212,0.959846
RCC-ER,KIRC,kidney,kidney,209.539192,0.960064
T-T,ESCA,aero_digestive_tract,oesophagus,121.763328,0.960263
MZ2-MEL,SKCM,skin,melanoma,204.950742,0.960364
LB373-MEL-D,SKCM,skin,melanoma,157.259364,0.960717
HCC-827,LUAD,lung,lung_NSCLC_adenocarcinoma,270.072247,0.960800
C32,SKCM,skin,melanoma,385.523701,0.961023
NCI-H2373,MESO,lung,mesothelioma,281.754169,0.961042
C-4-I,CESC,urogenital_system,cervix,144.923504,0.961191
NCI-H1993,LUAD,lung,lung_NSCLC_adenocarcinoma,343.030902,0.961251
RKN,UNCLASSIFIED,urogenital_system,ovary,140.941584,0.961309
COR-L88,SCLC,lung,lung_small_cell_carcinoma,365.835411,0.961411
RCC-JW,KIRC,kidney,kidney,139.398010,0.961419
SCC-4,HNSC,aero_digestive_tract,head_and_neck,210.193804,0.961585
JHH-6,LIHC,digestive_system,liver,158.249752,0.961619
NY,UNCLASSIFIED,bone,osteosarcoma,206.957579,0.961906
KP-N-YN,NB,nervous_system,neuroblastoma,292.249579,0.961921
VMRC-RCW,KIRC,kidney,kidney,134.478416,0.962117
H4,LGG,nervous_system,glioma,107.951875,0.962130
D-263MG,GBM,nervous_system,glioma,208.907104,0.962201
LN-229,GBM,nervous_system,glioma,174.551457,0.963253
NCI-H64,SCLC,lung,lung_small_cell_carcinoma,58.386749,0.963536
VMRC-RCZ,KIRC,kidney,kidney,248.279180,0.963552
A673,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,101.024951,0.963662
SK-MG-1,GBM,nervous_system,glioma,159.836503,0.963986
BICR31,HNSC,aero_digestive_tract,head_and_neck,167.227774,0.964014
LOU-NH91,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,179.012396,0.964065
D-247MG,GBM,nervous_system,glioma,330.343166,0.964246
MDST8,COREAD,digestive_system,large_intestine,145.360471,0.964309
HT-1080,UNCLASSIFIED,soft_tissue,fibrosarcoma,110.022477,0.964507
NCI-H345,SCLC,lung,lung_small_cell_carcinoma,301.581740,0.964860
NCI-H522,LUAD,lung,lung_NSCLC_adenocarcinoma,198.252282,0.964894
SK-MEL-28,SKCM,skin,melanoma,138.826050,0.964966
NCI-H1688,SCLC,lung,lung_small_cell_carcinoma,164.446827,0.965407
NCI-H1573,LUAD,lung,lung_NSCLC_adenocarcinoma,178.499030,0.965422
OSC-19,HNSC,aero_digestive_tract,head_and_neck,158.203927,0.965684
NCI-H1703,UNCLASSIFIED,lung,lung_NSCLC_adenocarcinoma,243.086066,0.966248
P31-FUJ,LAML,blood,acute_myeloid_leukaemia,61.258827,0.966738
RO82-W-1,THCA,thyroid,thyroid,315.032579,0.967407
RERF-LC-KJ,LUAD,lung,lung_NSCLC_adenocarcinoma,235.048861,0.967575
NCI-H1693,LUAD,lung,lung_NSCLC_adenocarcinoma,878.213608,0.967923
HeLa,CESC,urogenital_system,cervix,105.664822,0.967944
HOS,UNCLASSIFIED,bone,osteosarcoma,127.352444,0.968065
HCC1419,BRCA,breast,breast,417.744004,0.968446
NCI-H1651,LUAD,lung,lung_NSCLC_adenocarcinoma,185.347586,0.968565
HCC1395,BRCA,breast,breast,376.953440,0.968653
NCI-H2405,LUAD,lung,lung_NSCLC_adenocarcinoma,253.200335,0.968687
EW-24,UNCLASSIFIED,bone,ewings_sarcoma,126.392686,0.968758
NCI-H513,MESO,lung,mesothelioma,411.995998,0.968812
VM-CUB-1,BLCA,urogenital_system,bladder,157.496784,0.969004
NCI-H2722,MESO,lung,mesothelioma,341.459281,0.969468
HCC1954,BRCA,breast,breast,245.157293,0.969530
LB2518-MEL,SKCM,skin,melanoma,190.260790,0.969562
DMS-114,SCLC,lung,lung_small_cell_carcinoma,260.202230,0.969760
LB2241-RCC,KIRC,kidney,kidney,250.306396,0.969832
NCC021,KIRC,kidney,kidney,228.431444,0.970073
G-MEL,SKCM,skin,melanoma,156.427944,0.970092
NCI-H1568,LUAD,lung,lung_NSCLC_adenocarcinoma,382.401278,0.970113
NCI-H2171,SCLC,lung,lung_small_cell_carcinoma,83.548797,0.970231
EKVX,LUAD,lung,lung_NSCLC_adenocarcinoma,2179.677724,0.970617
NCI-H196,SCLC,lung,lung_small_cell_carcinoma,221.010318,0.970743
NCI-H209,SCLC,lung,lung_small_cell_carcinoma,305.276073,0.970933
D-336MG,LGG,nervous_system,glioma,303.069271,0.971098
HuO9,UNCLASSIFIED,bone,osteosarcoma,247.555341,0.971229
NCI-H720,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,271.084492,0.971252
RERF-LC-MS,LUAD,lung,lung_NSCLC_adenocarcinoma,249.490398,0.971316
MPP-89,MESO,lung,mesothelioma,442.501287,0.971359
Hs-939-T,SKCM,skin,melanoma,297.230009,0.971563
NCI-H1563,LUAD,lung,lung_NSCLC_adenocarcinoma,341.029179,0.971565
SNU-16,STAD,digestive_system,stomach,230.966552,0.971945
SW1088,GBM,nervous_system,glioma,428.996147,0.971977
SJRH30,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,155.402662,0.972132
