"Cell line","TCGA classification",Tissue,"Tissue sub-type",IC50,AUC
L-540,UNCLASSIFIED,blood,Hodgkin_lymphoma,2.429627,0.714005
LAMA-84,LCML,blood,chronic_myeloid_leukaemia,14.521220,0.902378
LAN-6,NB,nervous_system,neuroblastoma,3.203264,0.731787
LB1047-RCC,KIRC,kidney,kidney,0.626745,0.500420
LB2241-RCC,KIRC,kidney,kidney,0.548699,0.480225
LB2518-MEL,SKCM,skin,melanoma,1.761644,0.659618
LB373-MEL-D,SKCM,skin,melanoma,1.535832,0.637246
LB647-SCLC,SCLC,lung,lung_small_cell_carcinoma,3.348866,0.733113
LB771-HNC,HNSC,aero_digestive_tract,head_and_neck,24.898047,0.918685
LB831-BLC,BLCA,urogenital_system,bladder,3.358756,0.752817
LB996-RCC,KIRC,kidney,kidney,3.669599,0.751776
LC-1-sq,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,116.011620,0.975769
LC-2-ad,LUAD,lung,lung_NSCLC_adenocarcinoma,7.206875,0.841840
LC4-1,ALL,blood,lymphoblastic_leukemia,1.014923,0.572261
LCLC-103H,UNCLASSIFIED,lung,lung_NSCLC_large_cell,5.330245,0.797338
LCLC-97TM1,UNCLASSIFIED,lung,lung_NSCLC_large_cell,2.332301,0.697734
LK-2,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,6.694231,0.837615
LN-18,GBM,nervous_system,glioma,4.535409,0.824607
LN-229,GBM,nervous_system,glioma,0.940694,0.562964
LN-405,GBM,nervous_system,glioma,3.560899,0.741334
LNCaP-Clone-FGC,PRAD,urogenital_system,prostate,9.330733,0.851114
LNZTA3WT4,GBM,nervous_system,glioma,1.138744,0.595716
LOU-NH91,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,2.135573,0.684378
LOUCY,ALL,blood,lymphoblastic_T_cell_leukaemia,1.404472,0.640371
LoVo,COREAD,digestive_system,large_intestine,0.623236,0.499564
LOXIMVI,SKCM,skin,melanoma,0.113941,0.243550
LP-1,MM,blood,myeloma,4.580653,0.821601
LS-1034,COREAD,digestive_system,large_intestine,4.619222,0.779834
LS-123,COREAD,digestive_system,large_intestine,0.947464,0.555753
LS-180,COREAD,digestive_system,large_intestine,1.644210,0.633491
LS-411N,COREAD,digestive_system,large_intestine,1.366208,0.612532
LS-513,COREAD,digestive_system,large_intestine,0.989224,0.569756
LU-134-A,SCLC,lung,lung_small_cell_carcinoma,18.792341,0.902598
LU-135,SCLC,lung,lung_small_cell_carcinoma,9.201023,0.874951
LU-139,SCLC,lung,lung_small_cell_carcinoma,2.168849,0.674164
LU-165,SCLC,lung,lung_small_cell_carcinoma,130.014160,0.973802
LU-65,UNCLASSIFIED,lung,lung_NSCLC_large_cell,101.491448,0.957991
LU-99A,UNCLASSIFIED,lung,lung_NSCLC_large_cell,1.044247,0.579022
LXF-289,LUAD,lung,lung_NSCLC_adenocarcinoma,6.306183,0.828746
M059J,GBM,nervous_system,glioma,2.709723,0.717308
M14,SKCM,skin,melanoma,0.030328,0.121572
MC-CAR,MM,blood,haematopoietic_neoplasm_other,0.927809,0.566264
MC-IXC,NB,nervous_system,neuroblastoma,3.670087,0.811393
MC116,DLBC,blood,B_cell_lymphoma,3.041547,0.783079
MCF7,BRCA,breast,breast,3.272749,0.747545
MDA-MB-157,BRCA,breast,breast,4.915610,0.797197
MDA-MB-175-VII,BRCA,breast,breast,2.995958,0.727476
MDA-MB-231,BRCA,breast,breast,0.802708,0.538387
MDA-MB-330,BRCA,breast,breast,8.975848,0.842228
MDA-MB-361,BRCA,breast,breast,4.681598,0.793790
MDA-MB-415,BRCA,breast,breast,6.558201,0.798837
MDA-MB-436,BRCA,breast,breast,1.734687,0.639304
MDA-MB-453,BRCA,breast,breast,6.294043,0.824852
MDA-MB-468,BRCA,breast,breast,1.287351,0.618972
MDST8,COREAD,digestive_system,large_intestine,0.043032,0.133114
ME-1,LAML,blood,acute_myeloid_leukaemia,3.000497,0.733840
ME-180,CESC,urogenital_system,cervix,0.828292,0.542768
MEG-01,LCML,blood,chronic_myeloid_leukaemia,0.882355,0.553876
MEL-HO,SKCM,skin,melanoma,0.021864,0.079234
MEL-JUSO,SKCM,skin,melanoma,0.639062,0.503470
MES-SA,UNCLASSIFIED,urogenital_system,uterus,0.415359,0.433266
Mewo,SKCM,skin,melanoma,1.498078,0.623674
MFE-280,UCEC,urogenital_system,endometrium,2.195742,0.673694
MFE-296,UCEC,urogenital_system,endometrium,2.602801,0.705677
MFE-319,UCEC,urogenital_system,endometrium,3.522371,0.765958
MFH-ino,UNCLASSIFIED,soft_tissue,soft_tissue_other,1.022521,0.572130
MFM-223,BRCA,breast,breast,3.611501,0.748200
MG-63,UNCLASSIFIED,bone,osteosarcoma,1.343787,0.603952
MHH-CALL-2,UNCLASSIFIED,blood,B_cell_leukemia,5.255012,0.865753
MHH-ES-1,UNCLASSIFIED,bone,ewings_sarcoma,2.840667,0.734490
MHH-PREB-1,UNCLASSIFIED,blood,B_cell_leukemia,1.529858,0.647007
MKN1,UNCLASSIFIED,digestive_system,stomach,2.702604,0.718101
MKN45,STAD,digestive_system,stomach,48.919082,0.938578
MKN7,STAD,digestive_system,stomach,7.124561,0.803501
ML-1,THCA,thyroid,thyroid,3.555831,0.739937
ML-2,LAML,blood,acute_myeloid_leukaemia,0.862578,0.553388
MLMA,UNCLASSIFIED,blood,hairy_cell_leukaemia,0.567022,0.484459
MMAc-SF,SKCM,skin,melanoma,0.027109,0.106951
MN-60,UNCLASSIFIED,blood,B_cell_leukemia,3.184257,0.730958
Mo-T,UNCLASSIFIED,blood,hairy_cell_leukaemia,2.951186,0.720865
MOG-G-CCM,LGG,nervous_system,glioma,3.580023,0.742926
MOG-G-UVW,LGG,nervous_system,glioma,0.896876,0.558310
MOLM-13,LAML,blood,acute_myeloid_leukaemia,0.025097,0.095254
MOLM-16,LAML,blood,acute_myeloid_leukaemia,1.185168,0.606074
MOLP-8,MM,blood,myeloma,0.692563,0.517041
MOLT-13,ALL,blood,lymphoblastic_T_cell_leukaemia,0.377594,0.417226
MOLT-16,ALL,blood,lymphoblastic_T_cell_leukaemia,0.833038,0.550216
MOLT-4,ALL,blood,lymphoblastic_leukemia,0.790462,0.540364
MONO-MAC-6,LAML,blood,acute_myeloid_leukaemia,0.055491,0.176401
MPP-89,MESO,lung,mesothelioma,2.424500,0.686238
MRK-nu-1,BRCA,breast,breast,5.617055,0.804930
MS-1,SCLC,lung,lung_small_cell_carcinoma,4.533225,0.803595
MS751,CESC,urogenital_system,cervix,2.422501,0.720658
MV-4-11,UNCLASSIFIED,blood,leukemia,0.010886,0.029507
MZ1-PC,PAAD,pancreas,pancreas,2.247435,0.684182
MZ2-MEL,SKCM,skin,melanoma,1.183097,0.594318
MZ7-mel,SKCM,skin,melanoma,0.073924,0.197339
NALM-6,UNCLASSIFIED,blood,B_cell_leukemia,2.343126,0.721706
NAMALWA,UNCLASSIFIED,blood,Burkitt_lymphoma,2.059445,0.701352
NB(TU)1-10,NB,nervous_system,neuroblastoma,5.965131,0.835268
NB1,NB,nervous_system,neuroblastoma,2.831482,0.722948
NB10,NB,nervous_system,neuroblastoma,0.474737,0.457187
NB12,NB,nervous_system,neuroblastoma,0.301816,0.392763
NB13,NB,nervous_system,neuroblastoma,4.012188,0.789865
NB14,NB,nervous_system,neuroblastoma,0.710224,0.521158
NB4,LAML,blood,acute_myeloid_leukaemia,0.534252,0.472671
NB5,NB,nervous_system,neuroblastoma,0.511965,0.467930
NB6,NB,nervous_system,neuroblastoma,95.443576,0.965605
NB7,NB,nervous_system,neuroblastoma,19.176298,0.919076
NCC010,KIRC,kidney,kidney,5.026891,0.795324
NCC021,KIRC,kidney,kidney,4.480620,0.780636
NCI-H1048,SCLC,lung,lung_small_cell_carcinoma,4.378010,0.805622
NCI-H1092,SCLC,lung,lung_small_cell_carcinoma,33.501459,0.934172
NCI-H1105,SCLC,lung,lung_small_cell_carcinoma,4.543992,0.813574
NCI-H1155,UNCLASSIFIED,lung,lung_NSCLC_large_cell,5.183183,0.824920
NCI-H1299,UNCLASSIFIED,lung,lung_NSCLC_large_cell,2.511887,0.694386
NCI-H1304,SCLC,lung,lung_small_cell_carcinoma,7.485434,0.836901
NCI-H1341,SCLC,lung,lung_small_cell_carcinoma,2.146224,0.706123
NCI-H1355,LUAD,lung,lung_NSCLC_adenocarcinoma,4.790608,0.759172
NCI-H1417,SCLC,lung,lung_small_cell_carcinoma,0.665066,0.509238
NCI-H1435,LUAD,lung,lung_NSCLC_adenocarcinoma,29.741531,0.949224
NCI-H1436,SCLC,lung,lung_small_cell_carcinoma,4.580682,0.772029
NCI-H1437,LUAD,lung,lung_NSCLC_adenocarcinoma,3.322562,0.745195
NCI-H146,SCLC,lung,lung_small_cell_carcinoma,13.517108,0.924800
NCI-H1563,LUAD,lung,lung_NSCLC_adenocarcinoma,4.261567,0.763213
NCI-H1568,LUAD,lung,lung_NSCLC_adenocarcinoma,6.144147,0.797489
NCI-H1573,LUAD,lung,lung_NSCLC_adenocarcinoma,7.413869,0.839517
NCI-H1581,UNCLASSIFIED,lung,lung_NSCLC_large_cell,1.253582,0.613756
NCI-H1623,LUAD,lung,lung_NSCLC_adenocarcinoma,18.554495,0.897267
NCI-H1648,LUAD,lung,lung_NSCLC_adenocarcinoma,7.709567,0.824019
NCI-H1650,LUAD,lung,lung_NSCLC_adenocarcinoma,4.375964,0.749244
NCI-H1651,LUAD,lung,lung_NSCLC_adenocarcinoma,5.310625,0.806307
NCI-H1666,LUAD,lung,lung_NSCLC_adenocarcinoma,1.921191,0.662747
NCI-H1688,SCLC,lung,lung_small_cell_carcinoma,47.992360,0.963262
NCI-H1693,LUAD,lung,lung_NSCLC_adenocarcinoma,3.474425,0.707571
NCI-H1694,SCLC,lung,lung_small_cell_carcinoma,2.394943,0.707713
NCI-H1703,UNCLASSIFIED,lung,lung_NSCLC_adenocarcinoma,0.567689,0.485605
NCI-H1755,LUAD,lung,lung_NSCLC_adenocarcinoma,7.100574,0.830323
NCI-H1770,UNCLASSIFIED,lung,lung_NSCLC_not_specified,9.689851,0.876924
NCI-H1781,LUAD,lung,lung_NSCLC_adenocarcinoma,4.742356,0.795481
NCI-H1792,LUAD,lung,lung_NSCLC_adenocarcinoma,13.004544,0.921235
NCI-H1793,LUAD,lung,lung_NSCLC_adenocarcinoma,336.628408,0.973475
NCI-H1836,SCLC,lung,lung_small_cell_carcinoma,11.353238,0.876128
NCI-H1838,LUAD,lung,lung_NSCLC_adenocarcinoma,22.413702,0.888098
NCI-H1869,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,0.366514,0.420955
NCI-H187,SCLC,lung,lung_small_cell_carcinoma,46.141938,0.955948
NCI-H1876,SCLC,lung,lung_small_cell_carcinoma,8.166476,0.857053
NCI-H1915,UNCLASSIFIED,lung,lung_NSCLC_large_cell,3.186696,0.743420
NCI-H1944,LUAD,lung,lung_NSCLC_adenocarcinoma,14.691097,0.899042
NCI-H196,SCLC,lung,lung_small_cell_carcinoma,30.480172,0.941947
NCI-H1975,LUAD,lung,lung_NSCLC_adenocarcinoma,1.231062,0.599048
NCI-H1993,LUAD,lung,lung_NSCLC_adenocarcinoma,7.128843,0.802915
NCI-H2009,LUAD,lung,lung_NSCLC_adenocarcinoma,2.905695,0.724386
NCI-H2023,LUAD,lung,lung_NSCLC_adenocarcinoma,13.919431,0.880150
NCI-H2029,SCLC,lung,lung_small_cell_carcinoma,5.652736,0.833622
NCI-H2030,LUAD,lung,lung_NSCLC_adenocarcinoma,2.366138,0.696006
NCI-H2066,SCLC,lung,lung_small_cell_carcinoma,55.157738,0.933812
NCI-H2081,SCLC,lung,lung_small_cell_carcinoma,59.398473,0.967049
NCI-H2085,LUAD,lung,lung_NSCLC_adenocarcinoma,3.739068,0.758369
NCI-H2087,LUAD,lung,lung_NSCLC_adenocarcinoma,4.770136,0.789248
NCI-H209,SCLC,lung,lung_small_cell_carcinoma,38.450043,0.941627
NCI-H211,SCLC,lung,lung_small_cell_carcinoma,7.132232,0.844064
NCI-H2110,UNCLASSIFIED,lung,lung_NSCLC_not_specified,23.699456,0.932711
NCI-H2122,LUAD,lung,lung_NSCLC_adenocarcinoma,9.265618,0.866771
NCI-H2135,UNCLASSIFIED,lung,lung_NSCLC_not_specified,53.424777,0.970971
NCI-H2141,SCLC,lung,lung_small_cell_carcinoma,2.693193,0.726539
NCI-H2170,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,7.304882,0.827222
NCI-H2172,UNCLASSIFIED,lung,lung_NSCLC_not_specified,25.802856,0.906592
NCI-H2227,SCLC,lung,lung_small_cell_carcinoma,57.968444,0.960816
NCI-H2228,LUAD,lung,lung_NSCLC_adenocarcinoma,12.051926,0.841198
NCI-H226,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,4.875063,0.802292
NCI-H2291,LUAD,lung,lung_NSCLC_adenocarcinoma,14.579336,0.855379
NCI-H23,LUAD,lung,lung_NSCLC_adenocarcinoma,0.896558,0.558437
NCI-H2342,LUAD,lung,lung_NSCLC_adenocarcinoma,6.626344,0.822934
NCI-H2347,LUAD,lung,lung_NSCLC_adenocarcinoma,0.750554,0.526996
NCI-H2369,MESO,lung,mesothelioma,2.150430,0.691987
NCI-H2373,MESO,lung,mesothelioma,2.332175,0.681821
NCI-H2405,LUAD,lung,lung_NSCLC_adenocarcinoma,0.763782,0.530212
NCI-H2444,UNCLASSIFIED,lung,lung_NSCLC_not_specified,6.290375,0.817167
NCI-H2452,MESO,lung,mesothelioma,1.909973,0.661622
NCI-H2461,MESO,lung,mesothelioma,3.066017,0.710503
NCI-H2591,MESO,lung,mesothelioma,8.642621,0.824012
NCI-H2595,MESO,lung,mesothelioma,5.406165,0.772444
NCI-H2722,MESO,lung,mesothelioma,2.165589,0.675552
NCI-H2731,MESO,lung,mesothelioma,3.588505,0.744378
NCI-H2795,MESO,lung,mesothelioma,2.202606,0.695042
NCI-H28,MESO,lung,mesothelioma,2.662474,0.698898
NCI-H2803,MESO,lung,mesothelioma,3.039721,0.730160
NCI-H2804,MESO,lung,mesothelioma,14.533782,0.876081
NCI-H2810,MESO,lung,mesothelioma,5.970522,0.804834
NCI-H2818,MESO,lung,mesothelioma,3.338641,0.735640
NCI-H2869,MESO,lung,mesothelioma,3.341277,0.731658
NCI-H290,MESO,lung,mesothelioma,1.082432,0.589919
NCI-H292,UNCLASSIFIED,lung,lung_NSCLC_adenocarcinoma,0.683633,0.513105
NCI-H3118,UNCLASSIFIED,aero_digestive_tract,head_and_neck,1.590768,0.639952
NCI-H322M,LUAD,lung,lung_NSCLC_adenocarcinoma,228.389380,0.970913
NCI-H345,SCLC,lung,lung_small_cell_carcinoma,29.307103,0.920244
NCI-H358,LUAD,lung,lung_NSCLC_adenocarcinoma,3.927367,0.757747
NCI-H441,LUAD,lung,lung_NSCLC_adenocarcinoma,5.917959,0.766659
NCI-H446,SCLC,lung,lung_small_cell_carcinoma,4.189829,0.778597
NCI-H460,UNCLASSIFIED,lung,lung_NSCLC_large_cell,6.442021,0.843346
NCI-H508,COREAD,digestive_system,large_intestine,42.945055,0.897641
NCI-H513,MESO,lung,mesothelioma,3.384842,0.726290
NCI-H520,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,6.825368,0.837963
NCI-H522,LUAD,lung,lung_NSCLC_adenocarcinoma,3.015410,0.729254
NCI-H524,SCLC,lung,lung_small_cell_carcinoma,2.921425,0.742064
NCI-H526,SCLC,lung,lung_small_cell_carcinoma,70.080496,0.973999
NCI-H596,UNCLASSIFIED,lung,lung_NSCLC_adenocarcinoma,1.272750,0.599706
NCI-H650,LUAD,lung,lung_NSCLC_adenocarcinoma,2.140034,0.670194
NCI-H661,UNCLASSIFIED,lung,lung_NSCLC_large_cell,3.744798,0.745206
NCI-H69,SCLC,lung,lung_small_cell_carcinoma,3.687276,0.749737
NCI-H716,COREAD,digestive_system,large_intestine,4.397658,0.767599
NCI-H720,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,6.288139,0.814387
NCI-H727,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,9.158884,0.813517
NCI-H747,COREAD,digestive_system,large_intestine,0.393097,0.434045
NCI-H810,UNCLASSIFIED,lung,lung_NSCLC_large_cell,3.166050,0.749573
NCI-H82,SCLC,lung,lung_small_cell_carcinoma,11.781938,0.872079
NCI-H835,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,9.219292,0.870321
NCI-H838,LUAD,lung,lung_NSCLC_adenocarcinoma,3.825851,0.760816
NCI-H841,SCLC,lung,lung_small_cell_carcinoma,4.531759,0.793581
NCI-H847,SCLC,lung,lung_small_cell_carcinoma,4.016204,0.804119
NCI-H929,MM,blood,myeloma,0.470363,0.451431
NCI-N87,STAD,digestive_system,stomach,20.732393,0.881587
NEC8,UNCLASSIFIED,urogenital_system,testis,3.295692,0.771802
NH-12,NB,nervous_system,neuroblastoma,0.454267,0.451550
NKM-1,LAML,blood,acute_myeloid_leukaemia,0.486155,0.462500
NMC-G1,LGG,nervous_system,glioma,0.915283,0.554909
no-10,LGG,nervous_system,glioma,2.395239,0.691060
no-11,LGG,nervous_system,glioma,2.648190,0.696471
NOMO-1,LAML,blood,acute_myeloid_leukaemia,0.812295,0.538537
NOS-1,UNCLASSIFIED,bone,osteosarcoma,2.098524,0.667888
NTERA-2-cl-D1,UNCLASSIFIED,urogenital_system,testis,0.809482,0.542105
NU-DUL-1,DLBC,blood,B_cell_lymphoma,5.333871,0.845051
NUGC-3,STAD,digestive_system,stomach,1.857958,0.660412
NUGC-4,STAD,digestive_system,stomach,1.241421,0.607876
NY,UNCLASSIFIED,bone,osteosarcoma,2.458855,0.697905
OACM5-1,ESCA,aero_digestive_tract,oesophagus,14.542545,0.890783
OACp4C,ESCA,aero_digestive_tract,oesophagus,6.247866,0.812453
OAW-28,OV,urogenital_system,ovary,6.480122,0.803072
OAW-42,OV,urogenital_system,ovary,0.702502,0.517781
OC-314,OV,urogenital_system,ovary,1.125127,0.596555
OCI-AML2,LAML,blood,acute_myeloid_leukaemia,0.028597,0.046748
OCI-AML3,LAML,blood,acute_myeloid_leukaemia,0.220256,0.329612
OCI-AML5,LAML,blood,acute_myeloid_leukaemia,0.750538,0.530508
OCI-LY-19,DLBC,blood,B_cell_lymphoma,2.225506,0.706436
OCI-M1,LAML,blood,acute_myeloid_leukaemia,4.543327,0.835524
OCUB-M,BRCA,breast,breast,2.721227,0.739892
OE19,ESCA,aero_digestive_tract,oesophagus,12.001996,0.872339
OE21,ESCA,aero_digestive_tract,oesophagus,4.039590,0.748913
OE33,ESCA,aero_digestive_tract,oesophagus,4.042039,0.755712
OMC-1,CESC,urogenital_system,cervix,3.724924,0.761070
ONS-76,MB,nervous_system,medulloblastoma,0.388063,0.426651
OPM-2,MM,blood,myeloma,7.582520,0.883620
OS-RC-2,KIRC,kidney,kidney,5.563267,0.771862
OSC-19,HNSC,aero_digestive_tract,head_and_neck,1.695289,0.654972
OSC-20,HNSC,aero_digestive_tract,head_and_neck,2.606832,0.704377
OV-17R,OV,urogenital_system,ovary,4.392189,0.741944
OV-56,OV,urogenital_system,ovary,1.971279,0.683634
OV-7,OV,urogenital_system,ovary,1.665974,0.630774
OV-90,OV,urogenital_system,ovary,15.231654,0.874132
OVCA420,OV,urogenital_system,ovary,11.410846,0.857520
OVCA433,OV,urogenital_system,ovary,0.298185,0.386269
OVCAR-3,OV,urogenital_system,ovary,4.616601,0.778438
OVCAR-4,OV,urogenital_system,ovary,2.462261,0.676494
OVCAR-5,OV,urogenital_system,ovary,0.557913,0.483533
OVCAR-8,OV,urogenital_system,ovary,1.825511,0.671471
OVISE,OV,urogenital_system,ovary,1.583701,0.626270
OVK-18,OV,urogenital_system,ovary,1.427464,0.619767
OVKATE,OV,urogenital_system,ovary,125.155391,0.944969
OVMIU,OV,urogenital_system,ovary,2.033839,0.665915
OVTOKO,OV,urogenital_system,ovary,1.978629,0.659294
P12-ICHIKAWA,ALL,blood,lymphoblastic_T_cell_leukaemia,4.371826,0.812365
P30-OHK,ALL,blood,lymphoblastic_leukemia,0.838438,0.550758
P31-FUJ,LAML,blood,acute_myeloid_leukaemia,1.258381,0.622813
P32-ISH,UNCLASSIFIED,blood,Burkitt_lymphoma,2.153697,0.718822
PA-TU-8902,PAAD,pancreas,pancreas,0.438917,0.446467
PA-TU-8988T,PAAD,pancreas,pancreas,0.562700,0.483389
PANC-02-03,PAAD,pancreas,pancreas,1.114467,0.584052
PANC-03-27,PAAD,pancreas,pancreas,1.483989,0.638655
PANC-04-03,PAAD,pancreas,pancreas,3.743685,0.722388
PANC-08-13,PAAD,pancreas,pancreas,6.641154,0.805282
PANC-10-05,PAAD,pancreas,pancreas,2.751219,0.707132
PC-14,LUAD,lung,lung_NSCLC_adenocarcinoma,4.115895,0.780018
PC-3,PRAD,urogenital_system,prostate,6.739947,0.812928
PC-3_[JPC-3],LUAD,lung,lung_NSCLC_adenocarcinoma,4.630418,0.763305
PCI-15A,HNSC,aero_digestive_tract,head_and_neck,4.366588,0.790427
PCI-30,HNSC,aero_digestive_tract,head_and_neck,3.674672,0.741604
PCI-38,HNSC,aero_digestive_tract,head_and_neck,4.721882,0.792673
PCI-4B,HNSC,aero_digestive_tract,head_and_neck,1.208232,0.605501
PCI-6A,HNSC,aero_digestive_tract,head_and_neck,40.818737,0.965222
PE-CA-PJ15,HNSC,aero_digestive_tract,head_and_neck,1.813453,0.662243
PEO1,OV,urogenital_system,ovary,0.402036,0.431457
PF-382,ALL,blood,lymphoblastic_T_cell_leukaemia,10.984525,0.899992
PL-21,LAML,blood,acute_myeloid_leukaemia,1.530762,0.626828
PL18,PAAD,pancreas,pancreas,4.086611,0.775027
PL4,PAAD,pancreas,pancreas,1.151526,0.592688
PSN1,PAAD,pancreas,pancreas,0.105677,0.212137
PWR-1E,PRAD,urogenital_system,prostate,1.724107,0.661680
QGP-1,UNCLASSIFIED,pancreas,pancreas,19.399394,0.860205
QIMR-WIL,LAML,blood,acute_myeloid_leukaemia,3.240244,0.747965
Raji,UNCLASSIFIED,blood,Burkitt_lymphoma,3.108374,0.749687
Ramos-2G6-4C10,UNCLASSIFIED,blood,Burkitt_lymphoma,2.990975,0.752608
RC-K8,DLBC,blood,B_cell_lymphoma,7.128221,0.865360
RCC-AB,KIRC,kidney,kidney,0.945830,0.560142
RCC-ER,KIRC,kidney,kidney,5.168999,0.786942
RCC-FG2,KIRC,kidney,kidney,5.227132,0.782204
RCC-JF,KIRC,kidney,kidney,1.111579,0.587682
RCC-JW,KIRC,kidney,kidney,0.320153,0.395079
RCC-MF,KIRC,kidney,kidney,4.435923,0.762308
RCH-ACV,UNCLASSIFIED,blood,B_cell_leukemia,3.832268,0.799368
RCM-1,COREAD,digestive_system,large_intestine,2.823919,0.708408
RD,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,0.374120,0.422407
REH,UNCLASSIFIED,blood,B_cell_leukemia,1.344688,0.624072
RERF-GC-1B,STAD,digestive_system,stomach,2.961121,0.723980
RERF-LC-KJ,LUAD,lung,lung_NSCLC_adenocarcinoma,6.102223,0.811000
RERF-LC-MS,LUAD,lung,lung_NSCLC_adenocarcinoma,3.027148,0.730142
RERF-LC-Sq1,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,12.532314,0.844405
RF-48,STAD,digestive_system,stomach,26.594656,0.918718
RH-1,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,2.715587,0.745986
RH-18,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,4.195503,0.787250
RH-41,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,1.906501,0.686005
RKN,UNCLASSIFIED,urogenital_system,ovary,0.481937,0.459020
RKO,COREAD,digestive_system,large_intestine,0.382078,0.419361
RL,DLBC,blood,B_cell_lymphoma,15.182618,0.915218
RL95-2,UNCLASSIFIED,urogenital_system,endometrium,3.317329,0.750949
RMG-I,UNCLASSIFIED,urogenital_system,ovary,0.201705,0.341905
RO82-W-1,THCA,thyroid,thyroid,2.348472,0.686094
ROS-50,UNCLASSIFIED,blood,B_cell_leukemia,19.219438,0.895016
RPMI-6666,UNCLASSIFIED,blood,Hodgkin_lymphoma,2.341508,0.685425
RPMI-8226,MM,blood,myeloma,1.772904,0.667993
RPMI-8402,ALL,blood,lymphoblastic_T_cell_leukaemia,0.757902,0.533306
RPMI-8866,LCML,blood,chronic_myeloid_leukaemia,1.025041,0.580447
RS4-11,ALL,blood,leukemia,2.752544,0.729246
RT-112,BLCA,urogenital_system,bladder,0.914440,0.558501
RT4,BLCA,urogenital_system,bladder,3.316546,0.743227
RVH-421,SKCM,skin,melanoma,0.445481,0.453418
RXF393,KIRC,kidney,kidney,2.196149,0.662153
Saos-2,UNCLASSIFIED,bone,osteosarcoma,4.151560,0.744312
SAS,HNSC,aero_digestive_tract,head_and_neck,0.356785,0.413757
SBC-1,SCLC,lung,lung_small_cell_carcinoma,2.545264,0.703123
SBC-3,SCLC,lung,lung_small_cell_carcinoma,0.439433,0.441113
SBC-5,SCLC,lung,lung_small_cell_carcinoma,1.670278,0.665765
SCC-15,HNSC,aero_digestive_tract,head_and_neck,2.820593,0.707071
SCC-25,HNSC,aero_digestive_tract,head_and_neck,2.116942,0.683775
SCC-4,HNSC,aero_digestive_tract,head_and_neck,7.948909,0.833851
SCC-9,HNSC,aero_digestive_tract,head_and_neck,0.522669,0.475205
SCC90,HNSC,aero_digestive_tract,head_and_neck,8.121131,0.809629
SCH,UNCLASSIFIED,digestive_system,stomach,4.976171,0.798042
SF126,GBM,nervous_system,glioma,1.369322,0.621068
SF268,GBM,nervous_system,glioma,2.732218,0.717915
SF295,GBM,nervous_system,glioma,3.534668,0.757261
SF539,LGG,nervous_system,glioma,2.227968,0.708434
SH-4,SKCM,skin,melanoma,0.017760,0.113425
SHP-77,SCLC,lung,lung_small_cell_carcinoma,4.795374,0.817613
SiHa,CESC,urogenital_system,cervix,2.054205,0.673339
SIMA,NB,nervous_system,neuroblastoma,1.130569,0.590440
SISO,CESC,urogenital_system,cervix,1.686118,0.657639
SJRH30,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,4.434643,0.796206
SJSA-1,UNCLASSIFIED,bone,bone_other,2.663279,0.704061
SK-CO-1,COREAD,digestive_system,large_intestine,0.431284,0.440041
SK-ES-1,UNCLASSIFIED,bone,ewings_sarcoma,5.783428,0.811169
SK-GT-2,STAD,digestive_system,stomach,6.395684,0.824232
SK-GT-4,ESCA,aero_digestive_tract,oesophagus,4.619908,0.769418
SK-HEP-1,LIHC,digestive_system,liver,0.362563,0.410645
SK-LMS-1,UNCLASSIFIED,soft_tissue,soft_tissue_other,0.403290,0.429223
SK-LU-1,LUAD,lung,lung_NSCLC_adenocarcinoma,3.073305,0.719259
SK-MEL-1,SKCM,skin,melanoma,0.958849,0.559425
SK-MEL-2,SKCM,skin,melanoma,0.209332,0.334028
SK-MEL-24,SKCM,skin,melanoma,0.251727,0.369958
SK-MEL-28,SKCM,skin,melanoma,0.068293,0.178202
SK-MEL-3,SKCM,skin,melanoma,2.487813,0.702632
SK-MEL-30,SKCM,skin,melanoma,0.242580,0.356497
SK-MEL-31,SKCM,skin,melanoma,5.992761,0.794016
SK-MEL-5,SKCM,skin,melanoma,0.200183,0.337809
SK-MES-1,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,6.643458,0.823498
SK-MG-1,GBM,nervous_system,glioma,2.308880,0.698348
SK-MM-2,MM,blood,myeloma,6.556152,0.824024
SK-N-AS,NB,nervous_system,neuroblastoma,0.263058,0.375030
SK-N-DZ,NB,nervous_system,neuroblastoma,0.343554,0.411769
SK-N-FI,NB,nervous_system,neuroblastoma,0.402838,0.430821
